ID,Gene Name,Species,REACTOME_PATHWAY
ENSG00000164850,G protein-coupled estrogen receptor 1(GPER1),Homo sapiens,"R-HSA-375276:R-HSA-375276,R-HSA-418594:R-HSA-418594,"
ENSG00000154165,G protein-coupled receptor 15(GPR15),Homo sapiens,"R-HSA-418555:R-HSA-418555,"
ENSG00000198873,G protein-coupled receptor kinase 5(GRK5),Homo sapiens,"R-HSA-416476:R-HSA-416476,R-HSA-418555:R-HSA-418555,"
ENSG00000132463,G-rich RNA sequence binding factor 1(GRSF1),Homo sapiens,"R-HSA-192823:R-HSA-192823,"
ENSG00000123689,G0/G1 switch 2(G0S2),Homo sapiens,"R-HSA-1989781:R-HSA-1989781,"
ENSG00000102145,GATA binding protein 1(GATA1),Homo sapiens,"R-HSA-983231:R-HSA-983231,"
ENSG00000179348,GATA binding protein 2(GATA2),Homo sapiens,"R-HSA-983231:R-HSA-983231,"
ENSG00000136574,GATA binding protein 4(GATA4),Homo sapiens,"R-HSA-2032785:R-HSA-2032785,R-HSA-400511:R-HSA-400511,R-HSA-5578768:R-HSA-5578768,R-HSA-983231:R-HSA-983231,"
ENSG00000168546,GDNF family receptor alpha 2(GFRA2),Homo sapiens,"R-HSA-419037:R-HSA-419037,R-HSA-5673001:R-HSA-5673001,"
ENSG00000203879,GDP dissociation inhibitor 1(GDI1),Homo sapiens,"R-HSA-194840:R-HSA-194840,"
ENSG00000101003,GINS complex subunit 1(GINS1),Homo sapiens,"R-HSA-176974:R-HSA-176974,"
ENSG00000139278,GLI pathogenesis related 1(GLIPR1),Homo sapiens,"R-HSA-1989781:R-HSA-1989781,"
ENSG00000131979,GTP cyclohydrolase 1(GCH1),Homo sapiens,"R-HSA-1474151:R-HSA-1474151,"
ENSG00000163041,H3 histone family member 3A(H3F3A),Homo sapiens,"R-HSA-201722:R-HSA-201722,R-HSA-212300:R-HSA-212300,R-HSA-2299718:R-HSA-2299718,R-HSA-2559580:R-HSA-2559580,R-HSA-2559582:R-HSA-2559582,R-HSA-427359:R-HSA-427359,R-HSA-427413:R-HSA-427413,R-HSA-5250924:R-HSA-5250924,R-HSA-5334118:R-HSA-5334118,R-HSA-5578749:R-HSA-5578749,R-HSA-5617472:R-HSA-5617472,R-HSA-5625886:R-HSA-5625886,R-HSA-73728:R-HSA-73728,R-HSA-73777:R-HSA-73777,R-HSA-912446:R-HSA-912446,R-HSA-977225:R-HSA-977225,R-HSA-983231:R-HSA-983231,"
ENSG00000138646,HECT and RLD domain containing E3 ubiquitin protein ligase 5(HERC5),Homo sapiens,"R-HSA-1169408:R-HSA-1169408,R-HSA-168928:R-HSA-168928,R-HSA-936440:R-HSA-936440,R-HSA-983168:R-HSA-983168,"
ENSG00000092148,HECT domain E3 ubiquitin protein ligase 1(HECTD1),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000086758,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase(HUWE1)",Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000127252,HRAS like suppressor(HRASLS),Homo sapiens,"R-HSA-1482839:R-HSA-1482839,"
ENSG00000216490,"IFI30, lysosomal thiol reductase(IFI30)",Homo sapiens,"R-HSA-2132295:R-HSA-2132295,R-HSA-877300:R-HSA-877300,"
ENSG00000153391,INO80 complex subunit C(INO80C),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,"
ENSG00000100196,KDEL endoplasmic reticulum protein retention receptor 3(KDELR3),Homo sapiens,"R-HSA-381038:R-HSA-381038,R-HSA-6807878:R-HSA-6807878,"
ENSG00000196976,L antigen family member 3(LAGE3),Homo sapiens,"R-HSA-6782315:R-HSA-6782315,"
ENSG00000133424,LARGE xylosyl- and glucuronyltransferase 1(LARGE1),Homo sapiens,"R-HSA-5173105:R-HSA-5173105,"
ENSG00000164167,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM6)",Homo sapiens,"R-HSA-430039:R-HSA-430039,R-HSA-72163:R-HSA-72163,"
ENSG00000102316,MAGE family member D2(MAGED2),Homo sapiens,"R-HSA-114608:R-HSA-114608,"
ENSG00000204516,MHC class I polypeptide-related sequence B(MICB),Homo sapiens,"R-HSA-198933:R-HSA-198933,"
ENSG00000154305,"MIA family member 3, ER export factor(MIA3)",Homo sapiens,"R-HSA-5694530:R-HSA-5694530,"
ENSG00000108788,"MLX, MAX dimerization protein(MLX)",Homo sapiens,"R-HSA-163765:R-HSA-163765,"
ENSG00000164430,Mab-21 domain containing 1(MB21D1),Homo sapiens,"R-HSA-1834941:R-HSA-1834941,"
ENSG00000156006,N-acetyltransferase 2(NAT2),Homo sapiens,"R-HSA-156582:R-HSA-156582,"
ENSG00000104763,N-acylsphingosine amidohydrolase 1(ASAH1),Homo sapiens,"R-HSA-1660662:R-HSA-1660662,"
ENSG00000138653,N-deacetylase and N-sulfotransferase 4(NDST4),Homo sapiens,"R-HSA-2022928:R-HSA-2022928,"
ENSG00000136448,N-myristoyltransferase 1(NMT1),Homo sapiens,"R-HSA-162599:R-HSA-162599,R-HSA-2514859:R-HSA-2514859,R-HSA-75108:R-HSA-75108,"
ENSG00000172890,NAD synthetase 1(NADSYN1),Homo sapiens,"R-HSA-196807:R-HSA-196807,"
ENSG00000147383,NAD(P) dependent steroid dehydrogenase-like(NSDHL),Homo sapiens,"R-HSA-191273:R-HSA-191273,"
ENSG00000198695,"NADH dehydrogenase, subunit 6 (complex I)(ND6)",Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000123545,NADH:ubiquinone oxidoreductase complex assembly factor 4(NDUFAF4),Homo sapiens,"R-HSA-6799198:R-HSA-6799198,"
ENSG00000183648,NADH:ubiquinone oxidoreductase subunit B1(NDUFB1),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000164258,NADH:ubiquinone oxidoreductase subunit S4(NDUFS4),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000188566,NADPH dependent diflavin oxidoreductase 1(NDOR1),Homo sapiens,"R-HSA-2564830:R-HSA-2564830,"
ENSG00000196408,NADPH oxidase organizer 1(NOXO1),Homo sapiens,"R-HSA-5668599:R-HSA-5668599,"
ENSG00000151414,NIMA related kinase 7(NEK7),Homo sapiens,"R-HSA-2980767:R-HSA-2980767,R-HSA-3301854:R-HSA-3301854,"
ENSG00000172548,NIPA like domain containing 4(NIPAL4),Homo sapiens,"R-HSA-5223345:R-HSA-5223345,"
ENSG00000107672,"NSE4 homolog A, SMC5-SMC6 complex component(NSMCE4A)",Homo sapiens,"R-HSA-3108214:R-HSA-3108214,"
ENSG00000105402,NSF attachment protein alpha(NAPA),Homo sapiens,"R-HSA-204005:R-HSA-204005,R-HSA-432722:R-HSA-432722,R-HSA-6807878:R-HSA-6807878,"
ENSG00000125814,NSF attachment protein beta(NAPB),Homo sapiens,"R-HSA-204005:R-HSA-204005,R-HSA-6807878:R-HSA-6807878,"
ENSG00000147162,O-linked N-acetylglucosamine (GlcNAc) transferase(OGT),Homo sapiens,"R-HSA-3214847:R-HSA-3214847,"
ENSG00000276045,ORAI calcium release-activated calcium modulator 1(ORAI1),Homo sapiens,"R-HSA-139853:R-HSA-139853,R-HSA-5578775:R-HSA-5578775,R-HSA-983695:R-HSA-983695,"
ENSG00000068308,OTU deubiquitinase 5(OTUD5),Homo sapiens,"R-HSA-936440:R-HSA-936440,"
ENSG00000154124,OTU deubiquitinase with linear linkage specificity(OTULIN),Homo sapiens,"R-HSA-5357905:R-HSA-5357905,"
ENSG00000132849,"PATJ, crumbs cell polarity complex component(PATJ)",Homo sapiens,"R-HSA-420029:R-HSA-420029,"
ENSG00000121892,PDS5 cohesin associated factor A(PDS5A),Homo sapiens,"R-HSA-2467813:R-HSA-2467813,R-HSA-2468052:R-HSA-2468052,R-HSA-2470946:R-HSA-2470946,R-HSA-2500257:R-HSA-2500257,"
ENSG00000135365,PHD finger protein 21A(PHF21A),Homo sapiens,"R-HSA-3214815:R-HSA-3214815,R-HSA-983231:R-HSA-983231,"
ENSG00000101282,R-spondin 4(RSPO4),Homo sapiens,"R-HSA-4641263:R-HSA-4641263,"
ENSG00000174903,"RAB1B, member RAS oncogene family(RAB1B)",Homo sapiens,"R-HSA-162658:R-HSA-162658,R-HSA-204005:R-HSA-204005,R-HSA-6807878:R-HSA-6807878,"
ENSG00000069974,"RAB27A, member RAS oncogene family(RAB27A)",Homo sapiens,"R-HSA-264876:R-HSA-264876,"
ENSG00000151164,RAD9 checkpoint clamp component B(RAD9B),Homo sapiens,"R-HSA-176187:R-HSA-176187,R-HSA-5685938:R-HSA-5685938,R-HSA-5693607:R-HSA-5693607,R-HSA-5693616:R-HSA-5693616,R-HSA-69473:R-HSA-69473,"
ENSG00000171792,RAD9-HUS1-RAD1 interacting nuclear orphan 1(RHNO1),Homo sapiens,"R-HSA-5685938:R-HSA-5685938,R-HSA-5693607:R-HSA-5693607,R-HSA-5693616:R-HSA-5693616,R-HSA-69473:R-HSA-69473,"
ENSG00000010017,RAN binding protein 9(RANBP9),Homo sapiens,"R-HSA-373760:R-HSA-373760,"
ENSG00000185989,RAS p21 protein activator 3(RASA3),Homo sapiens,"R-HSA-5658442:R-HSA-5658442,"
ENSG00000111344,RAS protein activator like 1(RASAL1),Homo sapiens,"R-HSA-5658442:R-HSA-5658442,"
ENSG00000162521,"RB binding protein 4, chromatin remodeling factor(RBBP4)",Homo sapiens,"R-HSA-1538133:R-HSA-1538133,R-HSA-156711:R-HSA-156711,R-HSA-212300:R-HSA-212300,R-HSA-2559580:R-HSA-2559580,R-HSA-3214815:R-HSA-3214815,R-HSA-3214841:R-HSA-3214841,R-HSA-5617472:R-HSA-5617472,R-HSA-606279:R-HSA-606279,R-HSA-73762:R-HSA-73762,"
ENSG00000117222,"RB binding protein 5, histone lysine methyltransferase complex subunit(RBBP5)",Homo sapiens,"R-HSA-201722:R-HSA-201722,R-HSA-3214841:R-HSA-3214841,R-HSA-3769402:R-HSA-3769402,R-HSA-5617472:R-HSA-5617472,"
ENSG00000100220,"RNA 2',3'-cyclic phosphate and 5'-OH ligase(RTCB)",Homo sapiens,"R-HSA-6784531:R-HSA-6784531,"
