ID,Gene Name,Species,REACTOME_PATHWAY
ENSG00000151422,FER tyrosine kinase(FER),Homo sapiens,"R-HSA-1433557:R-HSA-1433557,"
ENSG00000137731,FXYD domain containing ion transport regulator 2(FXYD2),Homo sapiens,"R-HSA-5578775:R-HSA-5578775,R-HSA-936837:R-HSA-936837,"
ENSG00000221946,FXYD domain containing ion transport regulator 7(FXYD7),Homo sapiens,"R-HSA-5578775:R-HSA-5578775,R-HSA-936837:R-HSA-936837,"
ENSG00000181544,Fanconi anemia complementation group B(FANCB),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000026103,Fas cell surface death receptor(FAS),Homo sapiens,"R-HSA-75157:R-HSA-75157,"
ENSG00000132522,G protein pathway suppressor 2(GPS2),Homo sapiens,"R-HSA-3214815:R-HSA-3214815,"
ENSG00000065135,G protein subunit alpha i3(GNAI3),Homo sapiens,"R-HSA-112043:R-HSA-112043,R-HSA-170670:R-HSA-170670,R-HSA-202040:R-HSA-202040,R-HSA-392170:R-HSA-392170,R-HSA-418555:R-HSA-418555,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,"
ENSG00000078369,G protein subunit beta 1(GNB1),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-163359:R-HSA-163359,R-HSA-202040:R-HSA-202040,R-HSA-2485179:R-HSA-2485179,R-HSA-2514859:R-HSA-2514859,R-HSA-381676:R-HSA-381676,R-HSA-381753:R-HSA-381753,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000069966,G protein subunit beta 5(GNB5),Homo sapiens,"R-HSA-202040:R-HSA-202040,R-HSA-2514859:R-HSA-2514859,R-HSA-381676:R-HSA-381676,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,"
ENSG00000174021,G protein subunit gamma 5(GNG5),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-163359:R-HSA-163359,R-HSA-202040:R-HSA-202040,R-HSA-381676:R-HSA-381676,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000183840,G protein-coupled receptor 39(GPR39),Homo sapiens,"R-HSA-373076:R-HSA-373076,"
ENSG00000173612,G protein-coupled receptor class C group 6 member A(GPRC6A),Homo sapiens,"R-HSA-416476:R-HSA-416476,R-HSA-420499:R-HSA-420499,"
ENSG00000068394,G-patch domain and KOW motifs(GPKOW),Homo sapiens,"R-HSA-72163:R-HSA-72163,"
ENSG00000104064,GA binding protein transcription factor beta subunit 1(GABPB1),Homo sapiens,"R-HSA-2151201:R-HSA-2151201,"
ENSG00000130700,GATA binding protein 5(GATA5),Homo sapiens,"R-HSA-983231:R-HSA-983231,"
ENSG00000167491,GATA zinc finger domain containing 2A(GATAD2A),Homo sapiens,"R-HSA-3214815:R-HSA-3214815,R-HSA-73762:R-HSA-73762,"
ENSG00000173540,GDP-mannose pyrophosphorylase B(GMPPB),Homo sapiens,"R-HSA-446205:R-HSA-446205,"
ENSG00000189060,H1 histone family member 0(H1F0),Homo sapiens,"R-HSA-211227:R-HSA-211227,R-HSA-2559584:R-HSA-2559584,"
ENSG00000188486,H2A histone family member X(H2AFX),Homo sapiens,"R-HSA-1221632:R-HSA-1221632,R-HSA-171306:R-HSA-171306,R-HSA-201722:R-HSA-201722,R-HSA-212300:R-HSA-212300,R-HSA-2299718:R-HSA-2299718,R-HSA-2559580:R-HSA-2559580,R-HSA-2559582:R-HSA-2559582,R-HSA-2559586:R-HSA-2559586,R-HSA-3214858:R-HSA-3214858,R-HSA-427359:R-HSA-427359,R-HSA-427413:R-HSA-427413,R-HSA-5250924:R-HSA-5250924,R-HSA-5334118:R-HSA-5334118,R-HSA-5578749:R-HSA-5578749,R-HSA-5617472:R-HSA-5617472,R-HSA-5625886:R-HSA-5625886,R-HSA-5693565:R-HSA-5693565,R-HSA-5693571:R-HSA-5693571,R-HSA-5693607:R-HSA-5693607,R-HSA-606279:R-HSA-606279,R-HSA-69473:R-HSA-69473,R-HSA-73728:R-HSA-73728,R-HSA-73777:R-HSA-73777,R-HSA-912446:R-HSA-912446,R-HSA-977225:R-HSA-977225,"
ENSG00000187608,ISG15 ubiquitin-like modifier(ISG15),Homo sapiens,"R-HSA-1169408:R-HSA-1169408,R-HSA-168276:R-HSA-168276,R-HSA-168928:R-HSA-168928,R-HSA-5656169:R-HSA-5656169,R-HSA-909733:R-HSA-909733,R-HSA-936440:R-HSA-936440,"
ENSG00000099840,IZUMO family member 4(IZUMO4),Homo sapiens,"R-HSA-1300652:R-HSA-1300652,"
ENSG00000162434,Janus kinase 1(JAK1),Homo sapiens,"R-HSA-1059683:R-HSA-1059683,R-HSA-110056:R-HSA-110056,R-HSA-112411:R-HSA-112411,R-HSA-114604:R-HSA-114604,R-HSA-1169408:R-HSA-1169408,R-HSA-1266695:R-HSA-1266695,R-HSA-392451:R-HSA-392451,R-HSA-451927:R-HSA-451927,R-HSA-5673001:R-HSA-5673001,R-HSA-6788467:R-HSA-6788467,R-HSA-877300:R-HSA-877300,R-HSA-877312:R-HSA-877312,R-HSA-909733:R-HSA-909733,R-HSA-912526:R-HSA-912526,R-HSA-912694:R-HSA-912694,"
ENSG00000171223,"JunB proto-oncogene, AP-1 transcription factor subunit(JUNB)",Homo sapiens,"R-HSA-2173796:R-HSA-2173796,"
ENSG00000259316,KIAA0101(KIAA0101),Homo sapiens,"R-HSA-5656169:R-HSA-5656169,"
ENSG00000102554,Kruppel like factor 5(KLF5),Homo sapiens,"R-HSA-381340:R-HSA-381340,"
ENSG00000182541,LIM domain kinase 2(LIMK2),Homo sapiens,"R-HSA-3928662:R-HSA-3928662,R-HSA-416572:R-HSA-416572,R-HSA-5627117:R-HSA-5627117,"
ENSG00000170860,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM3)",Homo sapiens,"R-HSA-430039:R-HSA-430039,R-HSA-72163:R-HSA-72163,"
ENSG00000130520,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM4)",Homo sapiens,"R-HSA-430039:R-HSA-430039,R-HSA-72163:R-HSA-72163,"
ENSG00000254087,"LYN proto-oncogene, Src family tyrosine kinase(LYN)",Homo sapiens,"R-HSA-114604:R-HSA-114604,R-HSA-1433557:R-HSA-1433557,R-HSA-1433559:R-HSA-1433559,R-HSA-202733:R-HSA-202733,R-HSA-2029481:R-HSA-2029481,R-HSA-210990:R-HSA-210990,R-HSA-2454202:R-HSA-2454202,R-HSA-2682334:R-HSA-2682334,R-HSA-2730905:R-HSA-2730905,R-HSA-2871796:R-HSA-2871796,R-HSA-2871809:R-HSA-2871809,R-HSA-2871837:R-HSA-2871837,R-HSA-389356:R-HSA-389356,R-HSA-389513:R-HSA-389513,R-HSA-3928662:R-HSA-3928662,R-HSA-3928663:R-HSA-3928663,R-HSA-3928665:R-HSA-3928665,R-HSA-5621480:R-HSA-5621480,R-HSA-5621575:R-HSA-5621575,R-HSA-5690714:R-HSA-5690714,R-HSA-75892:R-HSA-75892,R-HSA-912631:R-HSA-912631,R-HSA-982772:R-HSA-982772,R-HSA-983695:R-HSA-983695,"
ENSG00000116670,MAD2 mitotic arrest deficient-like 2 (yeast)(MAD2L2),Homo sapiens,"R-HSA-110312:R-HSA-110312,R-HSA-5655862:R-HSA-5655862,R-HSA-5656121:R-HSA-5656121,"
ENSG00000110514,MAP kinase activating death domain(MADD),Homo sapiens,"R-HSA-5357905:R-HSA-5357905,"
ENSG00000118513,"MYB proto-oncogene, transcription factor(MYB)",Homo sapiens,"R-HSA-983231:R-HSA-983231,"
ENSG00000135838,N-acetylneuraminate pyruvate lyase(NPL),Homo sapiens,"R-HSA-4085001:R-HSA-4085001,"
ENSG00000166507,N-deacetylase and N-sulfotransferase 2(NDST2),Homo sapiens,"R-HSA-2022928:R-HSA-2022928,"
ENSG00000198840,"NADH dehydrogenase, subunit 3 (complex I)(ND3)",Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000137806,NADH:ubiquinone oxidoreductase complex assembly factor 1(NDUFAF1),Homo sapiens,"R-HSA-6799198:R-HSA-6799198,"
ENSG00000125356,NADH:ubiquinone oxidoreductase subunit A1(NDUFA1),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000004779,NADH:ubiquinone oxidoreductase subunit AB1(NDUFAB1),Homo sapiens,"R-HSA-389661:R-HSA-389661,R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000145494,NADH:ubiquinone oxidoreductase subunit S6(NDUFS6),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000083642,PDS5 cohesin associated factor B(PDS5B),Homo sapiens,"R-HSA-2467813:R-HSA-2467813,R-HSA-2468052:R-HSA-2468052,R-HSA-2470946:R-HSA-2470946,R-HSA-2500257:R-HSA-2500257,"
ENSG00000081913,PH domain and leucine rich repeat protein phosphatase 1(PHLPP1),Homo sapiens,"R-HSA-199418:R-HSA-199418,"
ENSG00000100410,PHD finger protein 5A(PHF5A),Homo sapiens,"R-HSA-72163:R-HSA-72163,"
ENSG00000172943,PHD finger protein 8(PHF8),Homo sapiens,"R-HSA-2299718:R-HSA-2299718,R-HSA-3214842:R-HSA-3214842,"
ENSG00000196313,POM121 transmembrane nucleoporin(POM121),Homo sapiens,"R-HSA-1169408:R-HSA-1169408,R-HSA-159236:R-HSA-159236,R-HSA-165054:R-HSA-165054,R-HSA-168276:R-HSA-168276,R-HSA-168325:R-HSA-168325,R-HSA-170822:R-HSA-170822,R-HSA-180746:R-HSA-180746,R-HSA-180910:R-HSA-180910,R-HSA-3108214:R-HSA-3108214,R-HSA-3301854:R-HSA-3301854,R-HSA-3371453:R-HSA-3371453,R-HSA-4570464:R-HSA-4570464,R-HSA-4615885:R-HSA-4615885,R-HSA-5578749:R-HSA-5578749,R-HSA-6784531:R-HSA-6784531,"
ENSG00000110851,PR/SET domain 4(PRDM4),Homo sapiens,"R-HSA-193670:R-HSA-193670,"
ENSG00000126856,PR/SET domain 7(PRDM7),Homo sapiens,"R-HSA-212436:R-HSA-212436,"
ENSG00000131470,PSMC3 interacting protein(PSMC3IP),Homo sapiens,"R-HSA-912446:R-HSA-912446,"
ENSG00000139220,PTPRF interacting protein alpha 2(PPFIA2),Homo sapiens,"R-HSA-181429:R-HSA-181429,R-HSA-181430:R-HSA-181430,R-HSA-210500:R-HSA-210500,R-HSA-212676:R-HSA-212676,R-HSA-264642:R-HSA-264642,"
ENSG00000146374,R-spondin 3(RSPO3),Homo sapiens,"R-HSA-4641263:R-HSA-4641263,"
ENSG00000084733,"RAB10, member RAS oncogene family(RAB10)",Homo sapiens,"R-HSA-1445148:R-HSA-1445148,"
ENSG00000143545,"RAB13, member RAS oncogene family(RAB13)",Homo sapiens,"R-HSA-1445148:R-HSA-1445148,"
ENSG00000113522,RAD50 double strand break repair protein(RAD50),Homo sapiens,"R-HSA-2559586:R-HSA-2559586,R-HSA-5685938:R-HSA-5685938,R-HSA-5685939:R-HSA-5685939,R-HSA-5685942:R-HSA-5685942,R-HSA-5693548:R-HSA-5693548,R-HSA-5693554:R-HSA-5693554,R-HSA-5693565:R-HSA-5693565,R-HSA-5693568:R-HSA-5693568,R-HSA-5693571:R-HSA-5693571,R-HSA-5693579:R-HSA-5693579,R-HSA-5693607:R-HSA-5693607,R-HSA-5693616:R-HSA-5693616,R-HSA-69473:R-HSA-69473,R-HSA-912446:R-HSA-912446,"
ENSG00000069667,RAR related orphan receptor A(RORA),Homo sapiens,"R-HSA-1368082:R-HSA-1368082,R-HSA-1368108:R-HSA-1368108,R-HSA-1989781:R-HSA-1989781,R-HSA-383280:R-HSA-383280,R-HSA-400253:R-HSA-400253,"
ENSG00000143365,RAR related orphan receptor C(RORC),Homo sapiens,"R-HSA-383280:R-HSA-383280,"
ENSG00000147274,"RNA binding motif protein, X-linked(RBMX)",Homo sapiens,"R-HSA-72163:R-HSA-72163,R-HSA-72203:R-HSA-72203,"
ENSG00000137054,RNA polymerase I subunit E(POLR1E),Homo sapiens,"R-HSA-427413:R-HSA-427413,R-HSA-5250924:R-HSA-5250924,R-HSA-73762:R-HSA-73762,R-HSA-73772:R-HSA-73772,R-HSA-73777:R-HSA-73777,R-HSA-73863:R-HSA-73863,"
