ID,Gene Name,Species,REACTOME_PATHWAY
ENSG00000129244,ATPase Na+/K+ transporting subunit beta 2(ATP1B2),Homo sapiens,"R-HSA-210991:R-HSA-210991,R-HSA-5578775:R-HSA-5578775,R-HSA-936837:R-HSA-936837,"
ENSG00000165240,ATPase copper transporting alpha(ATP7A),Homo sapiens,"R-HSA-3299685:R-HSA-3299685,R-HSA-936837:R-HSA-936837,"
ENSG00000123191,ATPase copper transporting beta(ATP7B),Homo sapiens,"R-HSA-936837:R-HSA-936837,"
ENSG00000145246,ATPase phospholipid transporting 10D (putative)(ATP10D),Homo sapiens,"R-HSA-936837:R-HSA-936837,"
ENSG00000101974,ATPase phospholipid transporting 11C(ATP11C),Homo sapiens,"R-HSA-936837:R-HSA-936837,"
ENSG00000095585,B-cell linker(BLNK),Homo sapiens,"R-HSA-912631:R-HSA-912631,R-HSA-983695:R-HSA-983695,"
ENSG00000185825,B-cell receptor-associated protein 31(BCAP31),Homo sapiens,"R-HSA-111465:R-HSA-111465,R-HSA-983170:R-HSA-983170,"
ENSG00000030110,BCL2 antagonist/killer 1(BAK1),Homo sapiens,"R-HSA-111452:R-HSA-111452,"
ENSG00000172724,C-C motif chemokine ligand 19(CCL19),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000137077,C-C motif chemokine ligand 21(CCL21),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000169429,C-X-C motif chemokine ligand 8(CXCL8),Homo sapiens,"R-HSA-2559582:R-HSA-2559582,R-HSA-375276:R-HSA-375276,R-HSA-380108:R-HSA-380108,R-HSA-380994:R-HSA-380994,R-HSA-418594:R-HSA-418594,"
ENSG00000180871,C-X-C motif chemokine receptor 2(CXCR2),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000006210,C-X3-C motif chemokine ligand 1(CX3CL1),Homo sapiens,"R-HSA-380108:R-HSA-380108,"
ENSG00000105270,CAP-Gly domain containing linker protein 3(CLIP3),Homo sapiens,"R-HSA-5357905:R-HSA-5357905,"
ENSG00000177575,CD163 molecule(CD163),Homo sapiens,"R-HSA-2168880:R-HSA-2168880,"
ENSG00000204936,CD177 molecule(CD177),Homo sapiens,"R-HSA-140875:R-HSA-140875,R-HSA-202733:R-HSA-202733,"
ENSG00000134061,CD180 molecule(CD180),Homo sapiens,"R-HSA-166016:R-HSA-166016,"
ENSG00000163606,CD200 receptor 1(CD200R1),Homo sapiens,"R-HSA-198933:R-HSA-198933,"
ENSG00000178562,CD28 molecule(CD28),Homo sapiens,"R-HSA-1257604:R-HSA-1257604,R-HSA-164939:R-HSA-164939,R-HSA-2219530:R-HSA-2219530,R-HSA-389356:R-HSA-389356,R-HSA-389357:R-HSA-389357,R-HSA-389359:R-HSA-389359,"
ENSG00000204345,CD300 molecule like family member d(CD300LD),Homo sapiens,"R-HSA-198933:R-HSA-198933,"
ENSG00000186074,CD300 molecule like family member f(CD300LF),Homo sapiens,"R-HSA-198933:R-HSA-198933,"
ENSG00000102245,CD40 ligand(CD40LG),Homo sapiens,"R-HSA-198933:R-HSA-198933,R-HSA-5668541:R-HSA-5668541,R-HSA-5676594:R-HSA-5676594,"
ENSG00000196776,CD47 molecule(CD47),Homo sapiens,"R-HSA-202733:R-HSA-202733,R-HSA-216083:R-HSA-216083,R-HSA-391160:R-HSA-391160,"
ENSG00000117091,CD48 molecule(CD48),Homo sapiens,"R-HSA-202733:R-HSA-202733,"
ENSG00000110651,CD81 molecule(CD81),Homo sapiens,"R-HSA-198933:R-HSA-198933,"
ENSG00000167617,CDC42 effector protein 5(CDC42EP5),Homo sapiens,"R-HSA-5687128:R-HSA-5687128,"
ENSG00000166200,COP9 signalosome subunit 2(COPS2),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,R-HSA-6781823:R-HSA-6781823,"
ENSG00000121022,COP9 signalosome subunit 5(COPS5),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,R-HSA-6781823:R-HSA-6781823,"
ENSG00000205423,CTD nuclear envelope phosphatase 1 regulatory subunit 1(CNEP1R1),Homo sapiens,"R-HSA-4419969:R-HSA-4419969,"
ENSG00000180902,D-2-hydroxyglutarate dehydrogenase(D2HGDH),Homo sapiens,"R-HSA-880009:R-HSA-880009,"
ENSG00000110887,D-amino acid oxidase(DAO),Homo sapiens,"R-HSA-389661:R-HSA-389661,"
ENSG00000006634,DBF4 zinc finger(DBF4),Homo sapiens,"R-HSA-176187:R-HSA-176187,R-HSA-68962:R-HSA-68962,"
ENSG00000100523,DDHD domain containing 1(DDHD1),Homo sapiens,"R-HSA-1483166:R-HSA-1483166,"
ENSG00000035499,DEP domain containing 1B(DEPDC1B),Homo sapiens,"R-HSA-194840:R-HSA-194840,"
ENSG00000135829,DExH-box helicase 9(DHX9),Homo sapiens,"R-HSA-1810476:R-HSA-1810476,R-HSA-3134963:R-HSA-3134963,R-HSA-445989:R-HSA-445989,R-HSA-72163:R-HSA-72163,R-HSA-933542:R-HSA-933542,"
ENSG00000160049,DNA fragmentation factor subunit alpha(DFFA),Homo sapiens,"R-HSA-211227:R-HSA-211227,"
ENSG00000174405,DNA ligase 4(LIG4),Homo sapiens,"R-HSA-164843:R-HSA-164843,R-HSA-5693571:R-HSA-5693571,"
ENSG00000178028,DNA methyltransferase 1 associated protein 1(DMAP1),Homo sapiens,"R-HSA-3214847:R-HSA-3214847,"
ENSG00000175482,"DNA polymerase delta 4, accessory subunit(POLD4)",Homo sapiens,"R-HSA-110314:R-HSA-110314,R-HSA-174411:R-HSA-174411,R-HSA-174414:R-HSA-174414,R-HSA-174417:R-HSA-174417,R-HSA-174437:R-HSA-174437,R-HSA-5358565:R-HSA-5358565,R-HSA-5358606:R-HSA-5358606,R-HSA-5651801:R-HSA-5651801,R-HSA-5656169:R-HSA-5656169,R-HSA-5685942:R-HSA-5685942,R-HSA-5696397:R-HSA-5696397,R-HSA-5696400:R-HSA-5696400,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,R-HSA-69091:R-HSA-69091,R-HSA-69166:R-HSA-69166,R-HSA-69183:R-HSA-69183,"
ENSG00000100479,"DNA polymerase epsilon 2, accessory subunit(POLE2)",Homo sapiens,"R-HSA-110314:R-HSA-110314,R-HSA-174430:R-HSA-174430,R-HSA-5651801:R-HSA-5651801,R-HSA-5656169:R-HSA-5656169,R-HSA-5685942:R-HSA-5685942,R-HSA-5696397:R-HSA-5696397,R-HSA-5696400:R-HSA-5696400,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,R-HSA-68952:R-HSA-68952,R-HSA-68962:R-HSA-68962,"
ENSG00000130997,DNA polymerase nu(POLN),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000205981,DnaJ heat shock protein family (Hsp40) member C19(DNAJC19),Homo sapiens,"R-HSA-1268020:R-HSA-1268020,"
ENSG00000126698,DnaJ heat shock protein family (Hsp40) member C8(DNAJC8),Homo sapiens,"R-HSA-72163:R-HSA-72163,"
ENSG00000119915,ELOVL fatty acid elongase 3(ELOVL3),Homo sapiens,"R-HSA-2046105:R-HSA-2046105,R-HSA-2046106:R-HSA-2046106,R-HSA-75876:R-HSA-75876,"
ENSG00000255150,EP300 interacting inhibitor of differentiation 3(EID3),Homo sapiens,"R-HSA-3108214:R-HSA-3108214,"
ENSG00000116106,EPH receptor A4(EPHA4),Homo sapiens,"R-HSA-2682334:R-HSA-2682334,R-HSA-3928663:R-HSA-3928663,R-HSA-3928665:R-HSA-3928665,"
ENSG00000154928,EPH receptor B1(EPHB1),Homo sapiens,"R-HSA-2682334:R-HSA-2682334,R-HSA-3928662:R-HSA-3928662,R-HSA-3928664:R-HSA-3928664,R-HSA-3928665:R-HSA-3928665,"
ENSG00000134109,ER degradation enhancing alpha-mannosidase like protein 1(EDEM1),Homo sapiens,"R-HSA-381038:R-HSA-381038,R-HSA-901032:R-HSA-901032,"
ENSG00000104313,EYA transcriptional coactivator and phosphatase 1(EYA1),Homo sapiens,"R-HSA-5693565:R-HSA-5693565,"
ENSG00000072840,EvC ciliary complex subunit 1(EVC),Homo sapiens,"R-HSA-5635838:R-HSA-5635838,"
ENSG00000127452,F-box and leucine rich repeat protein 12(FBXL12),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000161040,F-box and leucine rich repeat protein 13(FBXL13),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000112234,F-box and leucine rich repeat protein 4(FBXL4),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000141665,F-box protein 15(FBXO15),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000163833,F-box protein 40(FBXO40),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000198690,FANCD2/FANCI-associated nuclease 1(FAN1),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000213066,FGFR1 oncogene partner(FGFR1OP),Homo sapiens,"R-HSA-1839117:R-HSA-1839117,R-HSA-2565942:R-HSA-2565942,R-HSA-380259:R-HSA-380259,R-HSA-380270:R-HSA-380270,R-HSA-5620912:R-HSA-5620912,R-HSA-5655302:R-HSA-5655302,"
ENSG00000106080,FK506 binding protein 14(FKBP14),Homo sapiens,"R-HSA-381038:R-HSA-381038,"
ENSG00000104921,Fc fragment of IgE receptor II(FCER2),Homo sapiens,"R-HSA-2197563:R-HSA-2197563,"
ENSG00000143226,Fc fragment of IgG receptor IIa(FCGR2A),Homo sapiens,"R-HSA-2029481:R-HSA-2029481,R-HSA-2029482:R-HSA-2029482,R-HSA-2029485:R-HSA-2029485,"
ENSG00000169727,G protein pathway suppressor 1(GPS1),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,R-HSA-6781823:R-HSA-6781823,"
ENSG00000162188,G protein subunit gamma 3(GNG3),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-163359:R-HSA-163359,R-HSA-202040:R-HSA-202040,R-HSA-381676:R-HSA-381676,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000125245,G protein-coupled receptor 18(GPR18),Homo sapiens,"R-HSA-373076:R-HSA-373076,R-HSA-418594:R-HSA-418594,"
ENSG00000204882,G protein-coupled receptor 20(GPR20),Homo sapiens,"R-HSA-418555:R-HSA-418555,"
ENSG00000170837,G protein-coupled receptor 27(GPR27),Homo sapiens,"R-HSA-418555:R-HSA-418555,"
ENSG00000189369,G1 to S phase transition 2(GSPT2),Homo sapiens,"R-HSA-72764:R-HSA-72764,R-HSA-975956:R-HSA-975956,R-HSA-975957:R-HSA-975957,"
ENSG00000075218,G2 and S-phase expressed 1(GTSE1),Homo sapiens,"R-HSA-69481:R-HSA-69481,"
ENSG00000141448,GATA binding protein 6(GATA6),Homo sapiens,"R-HSA-5683826:R-HSA-5683826,R-HSA-983231:R-HSA-983231,"
ENSG00000178295,"GEN1, Holliday junction 5' flap endonuclease(GEN1)",Homo sapiens,"R-HSA-5693568:R-HSA-5693568,"
ENSG00000074047,GLI family zinc finger 2(GLI2),Homo sapiens,"R-HSA-5610783:R-HSA-5610783,R-HSA-5610787:R-HSA-5610787,R-HSA-5632684:R-HSA-5632684,R-HSA-5635851:R-HSA-5635851,"
ENSG00000137814,HAUS augmin like complex subunit 2(HAUS2),Homo sapiens,"R-HSA-2565942:R-HSA-2565942,R-HSA-380259:R-HSA-380259,R-HSA-380270:R-HSA-380270,R-HSA-5620912:R-HSA-5620912,"
ENSG00000214367,HAUS augmin like complex subunit 3(HAUS3),Homo sapiens,"R-HSA-2565942:R-HSA-2565942,R-HSA-380259:R-HSA-380259,R-HSA-380270:R-HSA-380270,R-HSA-5620912:R-HSA-5620912,"
ENSG00000213397,HAUS augmin like complex subunit 7(HAUS7),Homo sapiens,"R-HSA-2565942:R-HSA-2565942,R-HSA-380259:R-HSA-380259,R-HSA-380270:R-HSA-380270,R-HSA-5620912:R-HSA-5620912,"
ENSG00000103657,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1(HERC1),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000100209,HscB mitochondrial iron-sulfur cluster cochaperone(HSCB),Homo sapiens,"R-HSA-1268020:R-HSA-1268020,"
ENSG00000115274,INO80 complex subunit B(INO80B),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,"
ENSG00000114933,INO80 complex subunit D(INO80D),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,"
ENSG00000198910,L1 cell adhesion molecule(L1CAM),Homo sapiens,"R-HSA-210991:R-HSA-210991,R-HSA-373760:R-HSA-373760,R-HSA-437239:R-HSA-437239,R-HSA-445095:R-HSA-445095,R-HSA-445144:R-HSA-445144,"
ENSG00000165905,LARGE xylosyl- and glucuronyltransferase 2(LARGE2),Homo sapiens,"R-HSA-5173105:R-HSA-5173105,"
ENSG00000070018,LDL receptor related protein 6(LRP6),Homo sapiens,"R-HSA-201681:R-HSA-201681,R-HSA-3772470:R-HSA-3772470,R-HSA-4641262:R-HSA-4641262,R-HSA-4641263:R-HSA-4641263,R-HSA-5340588:R-HSA-5340588,"
ENSG00000174106,LEM domain containing 3(LEMD3),Homo sapiens,"R-HSA-2993913:R-HSA-2993913,R-HSA-2995383:R-HSA-2995383,R-HSA-4419969:R-HSA-4419969,"
ENSG00000166477,"LEO1 homolog, Paf1/RNA polymerase II complex component(LEO1)",Homo sapiens,"R-HSA-112382:R-HSA-112382,R-HSA-201722:R-HSA-201722,R-HSA-674695:R-HSA-674695,R-HSA-75955:R-HSA-75955,"
ENSG00000154359,LON peptidase N-terminal domain and ring finger 1(LONRF1),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000181817,"LSM10, U7 small nuclear RNA associated(LSM10)",Homo sapiens,"R-HSA-109688:R-HSA-109688,R-HSA-111367:R-HSA-111367,R-HSA-77588:R-HSA-77588,"
ENSG00000130332,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM7)",Homo sapiens,"R-HSA-430039:R-HSA-430039,R-HSA-72163:R-HSA-72163,"
ENSG00000182759,MAF bZIP transcription factor A(MAFA),Homo sapiens,"R-HSA-210745:R-HSA-210745,"
ENSG00000204103,MAF bZIP transcription factor B(MAFB),Homo sapiens,"R-HSA-5617472:R-HSA-5617472,"
ENSG00000151332,MAP3K12 binding inhibitory protein 1(MBIP),Homo sapiens,"R-HSA-3214847:R-HSA-3214847,"
ENSG00000167842,"MIS12, kinetochore complex component(MIS12)",Homo sapiens,"R-HSA-2467813:R-HSA-2467813,R-HSA-2500257:R-HSA-2500257,R-HSA-5663220:R-HSA-5663220,R-HSA-68877:R-HSA-68877,"
ENSG00000020922,"MRE11 homolog, double strand break repair nuclease(MRE11)",Homo sapiens,"R-HSA-1834949:R-HSA-1834949,R-HSA-2559586:R-HSA-2559586,R-HSA-3270619:R-HSA-3270619,R-HSA-5685938:R-HSA-5685938,R-HSA-5685939:R-HSA-5685939,R-HSA-5685942:R-HSA-5685942,R-HSA-5693548:R-HSA-5693548,R-HSA-5693554:R-HSA-5693554,R-HSA-5693565:R-HSA-5693565,R-HSA-5693568:R-HSA-5693568,R-HSA-5693571:R-HSA-5693571,R-HSA-5693579:R-HSA-5693579,R-HSA-5693607:R-HSA-5693607,R-HSA-5693616:R-HSA-5693616,R-HSA-69473:R-HSA-69473,R-HSA-912446:R-HSA-912446,"
ENSG00000124532,"MRS2, magnesium transporter(MRS2)",Homo sapiens,"R-HSA-5223345:R-HSA-5223345,"
ENSG00000172732,MUS81 structure-specific endonuclease subunit(MUS81),Homo sapiens,"R-HSA-5693568:R-HSA-5693568,R-HSA-6783310:R-HSA-6783310,"
ENSG00000125952,MYC associated factor X(MAX),Homo sapiens,"R-HSA-69202:R-HSA-69202,R-HSA-69656:R-HSA-69656,"
ENSG00000156239,N-6 adenine-specific DNA methyltransferase 1 (putative)(N6AMT1),Homo sapiens,"R-HSA-156581:R-HSA-156581,R-HSA-72764:R-HSA-72764,"
ENSG00000161653,N-acetylglutamate synthase(NAGS),Homo sapiens,"R-HSA-70635:R-HSA-70635,"
ENSG00000103152,N-methylpurine DNA glycosylase(MPG),Homo sapiens,"R-HSA-110330:R-HSA-110330,R-HSA-110331:R-HSA-110331,R-HSA-110357:R-HSA-110357,"
ENSG00000163382,NAD(P)HX epimerase(NAXE),Homo sapiens,"R-HSA-197264:R-HSA-197264,"
ENSG00000156170,NADH:ubiquinone oxidoreductase complex assembly factor 6(NDUFAF6),Homo sapiens,"R-HSA-6799198:R-HSA-6799198,"
ENSG00000184752,NADH:ubiquinone oxidoreductase subunit A12(NDUFA12),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000184983,NADH:ubiquinone oxidoreductase subunit A6(NDUFA6),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000166136,NADH:ubiquinone oxidoreductase subunit B8(NDUFB8),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000058804,NDC1 transmembrane nucleoporin(NDC1),Homo sapiens,"R-HSA-1169408:R-HSA-1169408,R-HSA-159236:R-HSA-159236,R-HSA-165054:R-HSA-165054,R-HSA-168276:R-HSA-168276,R-HSA-168325:R-HSA-168325,R-HSA-170822:R-HSA-170822,R-HSA-180746:R-HSA-180746,R-HSA-180910:R-HSA-180910,R-HSA-3108214:R-HSA-3108214,R-HSA-3301854:R-HSA-3301854,R-HSA-3371453:R-HSA-3371453,R-HSA-4570464:R-HSA-4570464,R-HSA-4615885:R-HSA-4615885,R-HSA-5578749:R-HSA-5578749,R-HSA-6784531:R-HSA-6784531,"
ENSG00000119638,NIMA related kinase 9(NEK9),Homo sapiens,"R-HSA-2980767:R-HSA-2980767,R-HSA-3301854:R-HSA-3301854,"
ENSG00000001461,NIPA like domain containing 3(NIPAL3),Homo sapiens,"R-HSA-5223345:R-HSA-5223345,"
ENSG00000185269,"NOTUM, palmitoleoyl-protein carboxylesterase(NOTUM)",Homo sapiens,"R-HSA-5362798:R-HSA-5362798,"
ENSG00000250741,NT5C1B-RDH14 readthrough(NT5C1B-RDH14),Homo sapiens,"R-HSA-74259:R-HSA-74259,"
ENSG00000153989,NUS1 dehydrodolichyl diphosphate synthase subunit(NUS1),Homo sapiens,"R-HSA-446199:R-HSA-446199,"
ENSG00000122126,"OCRL, inositol polyphosphate-5-phosphatase(OCRL)",Homo sapiens,"R-HSA-1660499:R-HSA-1660499,R-HSA-1660514:R-HSA-1660514,R-HSA-1855183:R-HSA-1855183,R-HSA-1855204:R-HSA-1855204,R-HSA-194840:R-HSA-194840,R-HSA-432722:R-HSA-432722,"
ENSG00000160991,ORAI calcium release-activated calcium modulator 2(ORAI2),Homo sapiens,"R-HSA-139853:R-HSA-139853,R-HSA-5578775:R-HSA-5578775,R-HSA-983695:R-HSA-983695,"
ENSG00000172057,ORMDL sphingolipid biosynthesis regulator 3(ORMDL3),Homo sapiens,"R-HSA-1660661:R-HSA-1660661,"
ENSG00000135473,PAN2 poly(A) specific ribonuclease subunit(PAN2),Homo sapiens,"R-HSA-429947:R-HSA-429947,"
ENSG00000166889,"PAT1 homolog 1, processing body mRNA decay factor(PATL1)",Homo sapiens,"R-HSA-430039:R-HSA-430039,"
ENSG00000280789,PAXIP1 associated glutamate rich protein 1(PAGR1),Homo sapiens,"R-HSA-5617472:R-HSA-5617472,"
ENSG00000260238,PMF1-BGLAP readthrough(PMF1-BGLAP),Homo sapiens,"R-HSA-2467813:R-HSA-2467813,R-HSA-2500257:R-HSA-2500257,R-HSA-5663220:R-HSA-5663220,R-HSA-68877:R-HSA-68877,"
ENSG00000105171,"POP4 homolog, ribonuclease P/MRP subunit(POP4)",Homo sapiens,"R-HSA-6784531:R-HSA-6784531,"
ENSG00000109819,PPARG coactivator 1 alpha(PPARGC1A),Homo sapiens,"R-HSA-1368082:R-HSA-1368082,R-HSA-1368108:R-HSA-1368108,R-HSA-1989781:R-HSA-1989781,R-HSA-2151201:R-HSA-2151201,R-HSA-2151209:R-HSA-2151209,R-HSA-381340:R-HSA-381340,R-HSA-400253:R-HSA-400253,"
ENSG00000107560,RAB11 family interacting protein 2(RAB11FIP2),Homo sapiens,"R-HSA-432040:R-HSA-432040,"
ENSG00000175582,"RAB6A, member RAS oncogene family(RAB6A)",Homo sapiens,"R-HSA-1912420:R-HSA-1912420,"
ENSG00000075785,"RAB7A, member RAS oncogene family(RAB7A)",Homo sapiens,"R-HSA-2132295:R-HSA-2132295,"
ENSG00000002016,"RAD52 homolog, DNA repair protein(RAD52)",Homo sapiens,"R-HSA-3108214:R-HSA-3108214,R-HSA-5685938:R-HSA-5685938,"
ENSG00000108961,RAN guanine nucleotide release factor(RANGRF),Homo sapiens,"R-HSA-5576892:R-HSA-5576892,"
ENSG00000122257,"RB binding protein 6, ubiquitin ligase(RBBP6)",Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000139687,RB transcriptional corepressor 1(RB1),Homo sapiens,"R-HSA-113501:R-HSA-113501,R-HSA-2299718:R-HSA-2299718,R-HSA-2559584:R-HSA-2559584,R-HSA-68949:R-HSA-68949,R-HSA-69200:R-HSA-69200,R-HSA-69202:R-HSA-69202,R-HSA-69231:R-HSA-69231,R-HSA-69656:R-HSA-69656,"
ENSG00000169733,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase(RFNG),Homo sapiens,"R-HSA-1912420:R-HSA-1912420,"
ENSG00000185946,"RNA binding region (RNP1, RRM) containing 3(RNPC3)",Homo sapiens,"R-HSA-72165:R-HSA-72165,"
ENSG00000181222,RNA polymerase II subunit A(POLR2A),Homo sapiens,"R-HSA-112382:R-HSA-112382,R-HSA-113418:R-HSA-113418,R-HSA-167152:R-HSA-167152,R-HSA-167158:R-HSA-167158,R-HSA-167160:R-HSA-167160,R-HSA-167161:R-HSA-167161,R-HSA-167162:R-HSA-167162,R-HSA-167172:R-HSA-167172,R-HSA-167200:R-HSA-167200,R-HSA-167238:R-HSA-167238,R-HSA-167242:R-HSA-167242,R-HSA-167243:R-HSA-167243,R-HSA-167246:R-HSA-167246,R-HSA-167287:R-HSA-167287,R-HSA-167290:R-HSA-167290,R-HSA-168325:R-HSA-168325,R-HSA-203927:R-HSA-203927,R-HSA-452723:R-HSA-452723,R-HSA-5578749:R-HSA-5578749,R-HSA-5601884:R-HSA-5601884,R-HSA-5617472:R-HSA-5617472,R-HSA-674695:R-HSA-674695,R-HSA-6781823:R-HSA-6781823,R-HSA-6781827:R-HSA-6781827,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,R-HSA-72086:R-HSA-72086,R-HSA-72163:R-HSA-72163,R-HSA-72165:R-HSA-72165,R-HSA-72203:R-HSA-72203,R-HSA-73776:R-HSA-73776,R-HSA-73779:R-HSA-73779,R-HSA-75953:R-HSA-75953,R-HSA-75955:R-HSA-75955,R-HSA-76042:R-HSA-76042,R-HSA-77075:R-HSA-77075,"
