ID,Gene Name,Species,REACTOME_PATHWAY
ENSG00000143921,ATP binding cassette subfamily G member 8(ABCG8),Homo sapiens,"R-HSA-1369062:R-HSA-1369062,R-HSA-265473:R-HSA-265473,R-HSA-5679090:R-HSA-5679090,R-HSA-5679096:R-HSA-5679096,"
ENSG00000110955,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide(ATP5B)",Homo sapiens,"R-HSA-1268020:R-HSA-1268020,R-HSA-163210:R-HSA-163210,R-HSA-2151201:R-HSA-2151201,"
ENSG00000159199,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)(ATP5G1)",Homo sapiens,"R-HSA-1268020:R-HSA-1268020,R-HSA-163210:R-HSA-163210,"
ENSG00000135390,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)(ATP5G2)",Homo sapiens,"R-HSA-163210:R-HSA-163210,"
ENSG00000167863,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit D(ATP5H)",Homo sapiens,"R-HSA-163210:R-HSA-163210,"
ENSG00000187527,ATPase 13A5(ATP13A5),Homo sapiens,"R-HSA-936837:R-HSA-936837,"
ENSG00000105929,ATPase H+ transporting V0 subunit a4(ATP6V0A4),Homo sapiens,"R-HSA-1222556:R-HSA-1222556,R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000118322,ATPase phospholipid transporting 10B (putative)(ATP10B),Homo sapiens,"R-HSA-936837:R-HSA-936837,"
ENSG00000081923,ATPase phospholipid transporting 8B1(ATP8B1),Homo sapiens,"R-HSA-936837:R-HSA-936837,"
ENSG00000135541,Abelson helper integration site 1(AHI1),Homo sapiens,"R-HSA-5620912:R-HSA-5620912,"
ENSG00000002330,BCL2 associated agonist of cell death(BAD),Homo sapiens,"R-HSA-111447:R-HSA-111447,R-HSA-111453:R-HSA-111453,R-HSA-193648:R-HSA-193648,R-HSA-198323:R-HSA-198323,R-HSA-5674400:R-HSA-5674400,"
ENSG00000015475,BH3 interacting domain death agonist(BID),Homo sapiens,"R-HSA-111447:R-HSA-111447,R-HSA-111452:R-HSA-111452,R-HSA-111453:R-HSA-111453,R-HSA-114294:R-HSA-114294,R-HSA-75108:R-HSA-75108,"
ENSG00000168283,"BMI1 proto-oncogene, polycomb ring finger(BMI1)",Homo sapiens,"R-HSA-2559580:R-HSA-2559580,R-HSA-3108214:R-HSA-3108214,R-HSA-4570464:R-HSA-4570464,"
ENSG00000138376,BRCA1 associated RING domain 1(BARD1),Homo sapiens,"R-HSA-5685938:R-HSA-5685938,R-HSA-5685942:R-HSA-5685942,R-HSA-5693554:R-HSA-5693554,R-HSA-5693565:R-HSA-5693565,R-HSA-5693568:R-HSA-5693568,R-HSA-5693571:R-HSA-5693571,R-HSA-5693579:R-HSA-5693579,R-HSA-5693607:R-HSA-5693607,R-HSA-5693616:R-HSA-5693616,R-HSA-69473:R-HSA-69473,"
ENSG00000185515,BRCA1/BRCA2-containing complex subunit 3(BRCC3),Homo sapiens,"R-HSA-5693565:R-HSA-5693565,R-HSA-5693571:R-HSA-5693571,R-HSA-5693607:R-HSA-5693607,R-HSA-69473:R-HSA-69473,"
ENSG00000177951,Bet1 golgi vesicular membrane trafficking protein like(BET1L),Homo sapiens,"R-HSA-6807878:R-HSA-6807878,"
ENSG00000277632,C-C motif chemokine ligand 3(CCL3),Homo sapiens,"R-HSA-380108:R-HSA-380108,"
ENSG00000184451,C-C motif chemokine receptor 10(CCR10),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000126353,C-C motif chemokine receptor 7(CCR7),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000163735,C-X-C motif chemokine ligand 5(CXCL5),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000124875,C-X-C motif chemokine ligand 6(CXCL6),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000112186,"CAP, adenylate cyclase-associated protein, 2 (yeast)(CAP2)",Homo sapiens,"R-HSA-428890:R-HSA-428890,"
ENSG00000245848,CCAAT/enhancer binding protein alpha(CEBPA),Homo sapiens,"R-HSA-381340:R-HSA-381340,"
ENSG00000172216,CCAAT/enhancer binding protein beta(CEBPB),Homo sapiens,"R-HSA-2559582:R-HSA-2559582,R-HSA-381340:R-HSA-381340,"
ENSG00000080802,CCR4-NOT transcription complex subunit 4(CNOT4),Homo sapiens,"R-HSA-429947:R-HSA-429947,"
ENSG00000156535,CD109 molecule(CD109),Homo sapiens,"R-HSA-114608:R-HSA-114608,"
ENSG00000161649,CD300 molecule like family member g(CD300LG),Homo sapiens,"R-HSA-198933:R-HSA-198933,"
ENSG00000010610,CD4 molecule(CD4),Homo sapiens,"R-HSA-1462054:R-HSA-1462054,R-HSA-167590:R-HSA-167590,R-HSA-173107:R-HSA-173107,R-HSA-180534:R-HSA-180534,R-HSA-202424:R-HSA-202424,R-HSA-202427:R-HSA-202427,R-HSA-202430:R-HSA-202430,R-HSA-202433:R-HSA-202433,R-HSA-389948:R-HSA-389948,R-HSA-449147:R-HSA-449147,"
ENSG00000101017,CD40 molecule(CD40),Homo sapiens,"R-HSA-198933:R-HSA-198933,R-HSA-5668541:R-HSA-5668541,R-HSA-5676594:R-HSA-5676594,"
ENSG00000085063,CD59 molecule(CD59),Homo sapiens,"R-HSA-204005:R-HSA-204005,R-HSA-5694530:R-HSA-5694530,R-HSA-6807878:R-HSA-6807878,R-HSA-977606:R-HSA-977606,"
ENSG00000149798,CDC42 effector protein 2(CDC42EP2),Homo sapiens,"R-HSA-5687128:R-HSA-5687128,"
ENSG00000145996,CDK5 regulatory subunit associated protein 1 like 1(CDKAL1),Homo sapiens,"R-HSA-6782315:R-HSA-6782315,"
ENSG00000125954,CHURC1-FNTB readthrough(CHURC1-FNTB),Homo sapiens,"R-HSA-2514859:R-HSA-2514859,"
ENSG00000168090,COP9 signalosome subunit 6(COPS6),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,R-HSA-6781823:R-HSA-6781823,"
ENSG00000240230,"COX19, cytochrome c oxidase assembly factor(COX19)",Homo sapiens,"R-HSA-1268020:R-HSA-1268020,"
ENSG00000203667,"COX20, cytochrome c oxidase assembly factor(COX20)",Homo sapiens,"R-HSA-5628897:R-HSA-5628897,R-HSA-611105:R-HSA-611105,"
ENSG00000105662,CREB regulated transcription coactivator 1(CRTC1),Homo sapiens,"R-HSA-1368108:R-HSA-1368108,"
ENSG00000263715,CRHR1-IT1-CRHR1 readthrough(CRHR1-IT1-CRHR1),Homo sapiens,"R-HSA-373080:R-HSA-373080,R-HSA-418555:R-HSA-418555,"
ENSG00000175215,CTD small phosphatase 2(CTDSP2),Homo sapiens,"R-HSA-381038:R-HSA-381038,"
ENSG00000163510,CWC22 spliceosome associated protein homolog(CWC22),Homo sapiens,"R-HSA-72163:R-HSA-72163,"
ENSG00000187323,DCC netrin 1 receptor(DCC),Homo sapiens,"R-HSA-373752:R-HSA-373752,R-HSA-376172:R-HSA-376172,R-HSA-418885:R-HSA-418885,R-HSA-418886:R-HSA-418886,R-HSA-418889:R-HSA-418889,R-HSA-418890:R-HSA-418890,"
ENSG00000174953,DEAH-box helicase 36(DHX36),Homo sapiens,"R-HSA-3134963:R-HSA-3134963,R-HSA-933541:R-HSA-933541,R-HSA-975110:R-HSA-975110,"
ENSG00000121690,DEP domain containing 7(DEPDC7),Homo sapiens,"R-HSA-194840:R-HSA-194840,"
ENSG00000108771,DExH-box helicase 58(DHX58),Homo sapiens,"R-HSA-168928:R-HSA-168928,"
ENSG00000169598,DNA fragmentation factor subunit beta(DFFB),Homo sapiens,"R-HSA-211227:R-HSA-211227,"
ENSG00000122008,DNA polymerase kappa(POLK),Homo sapiens,"R-HSA-5655862:R-HSA-5655862,R-HSA-5656169:R-HSA-5656169,R-HSA-5685942:R-HSA-5685942,R-HSA-5696397:R-HSA-5696397,R-HSA-5696400:R-HSA-5696400,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,"
ENSG00000104885,DOT1 like histone lysine methyltransferase(DOT1L),Homo sapiens,"R-HSA-3214841:R-HSA-3214841,"
ENSG00000177103,DS cell adhesion molecule like 1(DSCAML1),Homo sapiens,"R-HSA-376172:R-HSA-376172,"
ENSG00000128590,DnaJ heat shock protein family (Hsp40) member B9(DNAJB9),Homo sapiens,"R-HSA-381038:R-HSA-381038,"
ENSG00000133740,E2F transcription factor 5(E2F5),Homo sapiens,"R-HSA-1538133:R-HSA-1538133,R-HSA-2173796:R-HSA-2173796,R-HSA-69231:R-HSA-69231,"
ENSG00000115380,EGF containing fibulin like extracellular matrix protein 1(EFEMP1),Homo sapiens,"R-HSA-2129379:R-HSA-2129379,"
ENSG00000118402,ELOVL fatty acid elongase 4(ELOVL4),Homo sapiens,"R-HSA-75876:R-HSA-75876,"
ENSG00000146904,EPH receptor A1(EPHA1),Homo sapiens,"R-HSA-2682334:R-HSA-2682334,R-HSA-2892247:R-HSA-2892247,R-HSA-3928663:R-HSA-3928663,R-HSA-3928665:R-HSA-3928665,"
ENSG00000145242,EPH receptor A5(EPHA5),Homo sapiens,"R-HSA-2682334:R-HSA-2682334,R-HSA-3928663:R-HSA-3928663,R-HSA-3928665:R-HSA-3928665,"
ENSG00000104884,"ERCC excision repair 2, TFIIH core complex helicase subunit(ERCC2)",Homo sapiens,"R-HSA-112382:R-HSA-112382,R-HSA-113418:R-HSA-113418,R-HSA-167152:R-HSA-167152,R-HSA-167158:R-HSA-167158,R-HSA-167160:R-HSA-167160,R-HSA-167161:R-HSA-167161,R-HSA-167162:R-HSA-167162,R-HSA-167172:R-HSA-167172,R-HSA-167200:R-HSA-167200,R-HSA-167246:R-HSA-167246,R-HSA-2564830:R-HSA-2564830,R-HSA-427413:R-HSA-427413,R-HSA-5696395:R-HSA-5696395,R-HSA-5696400:R-HSA-5696400,R-HSA-674695:R-HSA-674695,R-HSA-6781823:R-HSA-6781823,R-HSA-6781827:R-HSA-6781827,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,R-HSA-72086:R-HSA-72086,R-HSA-73762:R-HSA-73762,R-HSA-73772:R-HSA-73772,R-HSA-73776:R-HSA-73776,R-HSA-73777:R-HSA-73777,R-HSA-73779:R-HSA-73779,R-HSA-73863:R-HSA-73863,R-HSA-75953:R-HSA-75953,R-HSA-75955:R-HSA-75955,R-HSA-76042:R-HSA-76042,R-HSA-77075:R-HSA-77075,"
ENSG00000134954,"ETS proto-oncogene 1, transcription factor(ETS1)",Homo sapiens,"R-HSA-2559585:R-HSA-2559585,"
ENSG00000157557,"ETS proto-oncogene 2, transcription factor(ETS2)",Homo sapiens,"R-HSA-2559585:R-HSA-2559585,"
ENSG00000118564,F-box and leucine rich repeat protein 5(FBXL5),Homo sapiens,"R-HSA-390471:R-HSA-390471,R-HSA-983168:R-HSA-983168,"
ENSG00000119782,FK506 binding protein 1B(FKBP1B),Homo sapiens,"R-HSA-2672351:R-HSA-2672351,R-HSA-5578775:R-HSA-5578775,"
ENSG00000112039,Fanconi anemia complementation group E(FANCE),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000131944,Fanconi anemia core complex associated protein 24(FAAP24),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000117560,Fas ligand(FASLG),Homo sapiens,"R-HSA-5669034:R-HSA-5669034,R-HSA-75157:R-HSA-75157,"
ENSG00000158869,Fc fragment of IgE receptor Ig(FCER1G),Homo sapiens,"R-HSA-114604:R-HSA-114604,R-HSA-202733:R-HSA-202733,R-HSA-2454202:R-HSA-2454202,R-HSA-2730905:R-HSA-2730905,R-HSA-2871796:R-HSA-2871796,R-HSA-2871809:R-HSA-2871809,R-HSA-2871837:R-HSA-2871837,R-HSA-5621480:R-HSA-5621480,R-HSA-75892:R-HSA-75892,"
ENSG00000156049,G protein subunit alpha 14(GNA14),Homo sapiens,"R-HSA-399997:R-HSA-399997,R-HSA-416476:R-HSA-416476,R-HSA-418592:R-HSA-418592,R-HSA-428930:R-HSA-428930,R-HSA-434316:R-HSA-434316,R-HSA-456926:R-HSA-456926,"
ENSG00000156052,G protein subunit alpha q(GNAQ),Homo sapiens,"R-HSA-399997:R-HSA-399997,R-HSA-416476:R-HSA-416476,R-HSA-418592:R-HSA-418592,R-HSA-428930:R-HSA-428930,R-HSA-434316:R-HSA-434316,R-HSA-456926:R-HSA-456926,"
ENSG00000114349,G protein subunit alpha transducin 1(GNAT1),Homo sapiens,"R-HSA-112043:R-HSA-112043,R-HSA-202040:R-HSA-202040,R-HSA-2485179:R-HSA-2485179,R-HSA-2514859:R-HSA-2514859,R-HSA-418594:R-HSA-418594,"
ENSG00000128266,G protein subunit alpha z(GNAZ),Homo sapiens,"R-HSA-112043:R-HSA-112043,R-HSA-202040:R-HSA-202040,R-HSA-418555:R-HSA-418555,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,"
ENSG00000111664,G protein subunit beta 3(GNB3),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-163359:R-HSA-163359,R-HSA-202040:R-HSA-202040,R-HSA-381676:R-HSA-381676,R-HSA-381771:R-HSA-381771,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000168243,G protein subunit gamma 4(GNG4),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-163359:R-HSA-163359,R-HSA-202040:R-HSA-202040,R-HSA-381676:R-HSA-381676,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000177464,G protein-coupled receptor 4(GPR4),Homo sapiens,"R-HSA-373076:R-HSA-373076,R-HSA-416476:R-HSA-416476,"
ENSG00000185974,G protein-coupled receptor kinase 1(GRK1),Homo sapiens,"R-HSA-2514859:R-HSA-2514859,"
ENSG00000143614,GATA zinc finger domain containing 2B(GATAD2B),Homo sapiens,"R-HSA-3214815:R-HSA-3214815,R-HSA-73762:R-HSA-73762,"
ENSG00000144591,GDP-mannose pyrophosphorylase A(GMPPA),Homo sapiens,"R-HSA-446205:R-HSA-446205,"
ENSG00000270898,GPR75-ASB3 readthrough(GPR75-ASB3),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000138642,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6(HERC6),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000002746,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1(HECW1)",Homo sapiens,"R-HSA-4641258:R-HSA-4641258,"
ENSG00000168004,HRAS like suppressor family member 5(HRASLS5),Homo sapiens,"R-HSA-1482839:R-HSA-1482839,"
ENSG00000277117,ICOS ligand(LOC102723996),Homo sapiens,"R-HSA-388841:R-HSA-388841,"
ENSG00000183856,IQ motif containing GTPase activating protein 3(IQGAP3),Homo sapiens,"R-HSA-5626467:R-HSA-5626467,"
ENSG00000105639,Janus kinase 3(JAK3),Homo sapiens,"R-HSA-114604:R-HSA-114604,R-HSA-1266695:R-HSA-1266695,R-HSA-392451:R-HSA-392451,R-HSA-451927:R-HSA-451927,R-HSA-5673001:R-HSA-5673001,R-HSA-912526:R-HSA-912526,"
ENSG00000114982,KAT8 regulatory NSL complex subunit 3(KANSL3),Homo sapiens,"R-HSA-3214847:R-HSA-3214847,"
ENSG00000170498,KiSS-1 metastasis-suppressor(KISS1),Homo sapiens,"R-HSA-375276:R-HSA-375276,R-HSA-416476:R-HSA-416476,"
ENSG00000182866,"LCK proto-oncogene, Src family tyrosine kinase(LCK)",Homo sapiens,"R-HSA-114604:R-HSA-114604,R-HSA-1257604:R-HSA-1257604,R-HSA-1433557:R-HSA-1433557,R-HSA-1433559:R-HSA-1433559,R-HSA-164944:R-HSA-164944,R-HSA-167590:R-HSA-167590,R-HSA-202424:R-HSA-202424,R-HSA-202427:R-HSA-202427,R-HSA-202430:R-HSA-202430,R-HSA-202433:R-HSA-202433,R-HSA-210990:R-HSA-210990,R-HSA-2219530:R-HSA-2219530,R-HSA-2424491:R-HSA-2424491,R-HSA-389356:R-HSA-389356,R-HSA-389357:R-HSA-389357,R-HSA-389359:R-HSA-389359,R-HSA-389513:R-HSA-389513,R-HSA-389948:R-HSA-389948,R-HSA-451927:R-HSA-451927,"
ENSG00000197063,MAF bZIP transcription factor G(MAFG),Homo sapiens,"R-HSA-983231:R-HSA-983231,"
ENSG00000179222,MAGE family member D1(MAGED1),Homo sapiens,"R-HSA-193648:R-HSA-193648,R-HSA-418889:R-HSA-418889,"
ENSG00000129933,MAU2 sister chromatid cohesion factor(MAU2),Homo sapiens,"R-HSA-2470946:R-HSA-2470946,"
ENSG00000101977,MCF.2 cell line derived transforming sequence(MCF2),Homo sapiens,"R-HSA-193648:R-HSA-193648,R-HSA-194840:R-HSA-194840,R-HSA-416482:R-HSA-416482,"
ENSG00000085276,MDS1 and EVI1 complex locus(MECOM),Homo sapiens,"R-HSA-3214841:R-HSA-3214841,"
ENSG00000182050,MGAT4 family member C(MGAT4C),Homo sapiens,"R-HSA-975577:R-HSA-975577,"
ENSG00000159055,MIS18 kinetochore protein A(MIS18A),Homo sapiens,"R-HSA-606279:R-HSA-606279,"
ENSG00000009950,MLX interacting protein like(MLXIPL),Homo sapiens,"R-HSA-163358:R-HSA-163358,R-HSA-163680:R-HSA-163680,R-HSA-163765:R-HSA-163765,R-HSA-163767:R-HSA-163767,"
ENSG00000155229,"MMS19 homolog, cytosolic iron-sulfur assembly component(MMS19)",Homo sapiens,"R-HSA-2564830:R-HSA-2564830,"
ENSG00000185697,MYB proto-oncogene like 1(MYBL1),Homo sapiens,"R-HSA-5601884:R-HSA-5601884,"
ENSG00000143995,Meis homeobox 1(MEIS1),Homo sapiens,"R-HSA-5617472:R-HSA-5617472,"
ENSG00000170191,N-acetylneuraminic acid phosphatase(NANP),Homo sapiens,"R-HSA-4085001:R-HSA-4085001,"
ENSG00000188611,N-acylsphingosine amidohydrolase 2(ASAH2),Homo sapiens,"R-HSA-1660662:R-HSA-1660662,"
ENSG00000151092,N-glycanase 1(NGLY1),Homo sapiens,"R-HSA-532668:R-HSA-532668,"
ENSG00000181019,NAD(P)H quinone dehydrogenase 1(NQO1),Homo sapiens,"R-HSA-350562:R-HSA-350562,"
ENSG00000167792,NADH:ubiquinone oxidoreductase core subunit V1(NDUFV1),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000167774,NADH:ubiquinone oxidoreductase subunit A7(NDUFA7),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000065518,NADH:ubiquinone oxidoreductase subunit B4(NDUFB4),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000160194,NADH:ubiquinone oxidoreductase subunit V3(NDUFV3),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000158092,NCK adaptor protein 1(NCK1),Homo sapiens,"R-HSA-186763:R-HSA-186763,R-HSA-202433:R-HSA-202433,R-HSA-2029482:R-HSA-2029482,R-HSA-373753:R-HSA-373753,R-HSA-418885:R-HSA-418885,R-HSA-428540:R-HSA-428540,R-HSA-4420097:R-HSA-4420097,R-HSA-5663213:R-HSA-5663213,R-HSA-983695:R-HSA-983695,"
ENSG00000123338,NCK associated protein 1 like(NCKAP1L),Homo sapiens,"R-HSA-2029482:R-HSA-2029482,R-HSA-4420097:R-HSA-4420097,R-HSA-5663213:R-HSA-5663213,"
ENSG00000061676,NCK associated protein 1(NCKAP1),Homo sapiens,"R-HSA-2029482:R-HSA-2029482,R-HSA-4420097:R-HSA-4420097,R-HSA-5663213:R-HSA-5663213,"
ENSG00000189043,"NDUFA4, mitochondrial complex associated(NDUFA4)",Homo sapiens,"R-HSA-5628897:R-HSA-5628897,R-HSA-611105:R-HSA-611105,"
ENSG00000089818,NECAP endocytosis associated 1(NECAP1),Homo sapiens,"R-HSA-432722:R-HSA-432722,"
ENSG00000145912,NHP2 ribonucleoprotein(NHP2),Homo sapiens,"R-HSA-171319:R-HSA-171319,"
ENSG00000160703,NLR family member X1(NLRX1),Homo sapiens,"R-HSA-168928:R-HSA-168928,R-HSA-936440:R-HSA-936440,"
ENSG00000103202,NME/NM23 nucleoside diphosphate kinase 4(NME4),Homo sapiens,"R-HSA-499943:R-HSA-499943,"
ENSG00000182446,"NPL4 homolog, ubiquitin recognition factor(NPLOC4)",Homo sapiens,"R-HSA-110320:R-HSA-110320,"
ENSG00000156831,"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase(NSMCE2)",Homo sapiens,"R-HSA-3108214:R-HSA-3108214,"
ENSG00000185115,"NSE3 homolog, SMC5-SMC6 complex component(NSMCE3)",Homo sapiens,"R-HSA-3108214:R-HSA-3108214,"
ENSG00000119403,PHD finger protein 19(PHF19),Homo sapiens,"R-HSA-212300:R-HSA-212300,"
ENSG00000143190,POU class 2 homeobox 1(POU2F1),Homo sapiens,"R-HSA-749476:R-HSA-749476,R-HSA-76071:R-HSA-76071,"
ENSG00000131626,PTPRF interacting protein alpha 1(PPFIA1),Homo sapiens,"R-HSA-181429:R-HSA-181429,R-HSA-181430:R-HSA-181430,R-HSA-210500:R-HSA-210500,R-HSA-212676:R-HSA-212676,R-HSA-264642:R-HSA-264642,"
ENSG00000090565,RAB11 family interacting protein 3(RAB11FIP3),Homo sapiens,"R-HSA-5620916:R-HSA-5620916,"
ENSG00000182185,RAD51 paralog B(RAD51B),Homo sapiens,"R-HSA-5685942:R-HSA-5685942,R-HSA-5693554:R-HSA-5693554,R-HSA-5693568:R-HSA-5693568,R-HSA-5693579:R-HSA-5693579,R-HSA-5693616:R-HSA-5693616,R-HSA-983231:R-HSA-983231,"
ENSG00000172613,RAD9 checkpoint clamp component A(RAD9A),Homo sapiens,"R-HSA-176187:R-HSA-176187,R-HSA-5685938:R-HSA-5685938,R-HSA-5693607:R-HSA-5693607,R-HSA-5693616:R-HSA-5693616,R-HSA-69473:R-HSA-69473,"
ENSG00000068831,RAS guanyl releasing protein 2(RASGRP2),Homo sapiens,"R-HSA-114508:R-HSA-114508,R-HSA-2871837:R-HSA-2871837,R-HSA-354192:R-HSA-354192,R-HSA-392517:R-HSA-392517,"
