ID,Gene Name,Species,REACTOME_PATHWAY
ENSG00000142867,B-cell CLL/lymphoma 10(BCL10),Homo sapiens,"R-HSA-1169091:R-HSA-1169091,R-HSA-202424:R-HSA-202424,R-HSA-2871837:R-HSA-2871837,R-HSA-5607764:R-HSA-5607764,"
ENSG00000108641,B9 domain containing 1(B9D1),Homo sapiens,"R-HSA-5620912:R-HSA-5620912,"
ENSG00000214413,BBSome interacting protein 1(BBIP1),Homo sapiens,"R-HSA-5620922:R-HSA-5620922,"
ENSG00000087088,"BCL2 associated X, apoptosis regulator(BAX)",Homo sapiens,"R-HSA-114294:R-HSA-114294,"
ENSG00000186716,"BCR, RhoGEF and GTPase activating protein(BCR)",Homo sapiens,"R-HSA-1839117:R-HSA-1839117,R-HSA-194840:R-HSA-194840,R-HSA-5655302:R-HSA-5655302,"
ENSG00000095739,BMP and activin membrane bound inhibitor(BAMBI),Homo sapiens,"R-HSA-2173788:R-HSA-2173788,"
"ENSG00000174483, ENSG00000256349",Bardet-Biedl syndrome 1(BBS1),Homo sapiens,"R-HSA-5620922:R-HSA-5620922,"
ENSG00000179941,Bardet-Biedl syndrome 10(BBS10),Homo sapiens,"R-HSA-5620922:R-HSA-5620922,"
ENSG00000140463,Bardet-Biedl syndrome 4(BBS4),Homo sapiens,"R-HSA-5620922:R-HSA-5620922,"
ENSG00000197299,Bloom syndrome RecQ like helicase(BLM),Homo sapiens,"R-HSA-3108214:R-HSA-3108214,R-HSA-5685938:R-HSA-5685938,R-HSA-5685942:R-HSA-5685942,R-HSA-5693554:R-HSA-5693554,R-HSA-5693568:R-HSA-5693568,R-HSA-5693579:R-HSA-5693579,R-HSA-5693607:R-HSA-5693607,R-HSA-5693616:R-HSA-5693616,R-HSA-69473:R-HSA-69473,R-HSA-912446:R-HSA-912446,"
ENSG00000213927,C-C motif chemokine ligand 27(CCL27),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000276085,C-C motif chemokine ligand 3 like 3(CCL3L3),Homo sapiens,"R-HSA-380108:R-HSA-380108,"
ENSG00000183813,C-C motif chemokine receptor 4(CCR4),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000186810,C-X-C motif chemokine receptor 3(CXCR3),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000182973,CCR4-NOT transcription complex subunit 10(CNOT10),Homo sapiens,"R-HSA-429947:R-HSA-429947,"
ENSG00000116824,CD2 molecule(CD2),Homo sapiens,"R-HSA-202733:R-HSA-202733,"
ENSG00000198821,CD247 molecule(CD247),Homo sapiens,"R-HSA-164944:R-HSA-164944,R-HSA-198933:R-HSA-198933,R-HSA-202424:R-HSA-202424,R-HSA-202427:R-HSA-202427,R-HSA-202430:R-HSA-202430,R-HSA-202433:R-HSA-202433,R-HSA-2029481:R-HSA-2029481,R-HSA-2029482:R-HSA-2029482,R-HSA-2029485:R-HSA-2029485,R-HSA-389948:R-HSA-389948,"
ENSG00000116815,CD58 molecule(CD58),Homo sapiens,"R-HSA-202733:R-HSA-202733,"
ENSG00000121594,CD80 molecule(CD80),Homo sapiens,"R-HSA-1257604:R-HSA-1257604,R-HSA-2219530:R-HSA-2219530,R-HSA-389356:R-HSA-389356,R-HSA-389357:R-HSA-389357,R-HSA-389359:R-HSA-389359,R-HSA-389513:R-HSA-389513,"
ENSG00000144524,COP9 signalosome subunit 7B(COPS7B),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,R-HSA-6781823:R-HSA-6781823,"
ENSG00000005339,CREB binding protein(CREBBP),Homo sapiens,"R-HSA-1234158:R-HSA-1234158,R-HSA-1368082:R-HSA-1368082,R-HSA-1368108:R-HSA-1368108,R-HSA-1912408:R-HSA-1912408,R-HSA-1989781:R-HSA-1989781,R-HSA-201722:R-HSA-201722,R-HSA-2032785:R-HSA-2032785,R-HSA-2122947:R-HSA-2122947,R-HSA-2151201:R-HSA-2151201,R-HSA-2426168:R-HSA-2426168,R-HSA-2644606:R-HSA-2644606,R-HSA-2894862:R-HSA-2894862,R-HSA-3134973:R-HSA-3134973,R-HSA-3214847:R-HSA-3214847,R-HSA-3371568:R-HSA-3371568,R-HSA-350054:R-HSA-350054,R-HSA-381340:R-HSA-381340,R-HSA-400206:R-HSA-400206,R-HSA-400253:R-HSA-400253,R-HSA-5617472:R-HSA-5617472,R-HSA-5621575:R-HSA-5621575,R-HSA-918233:R-HSA-918233,R-HSA-933541:R-HSA-933541,R-HSA-983231:R-HSA-983231,"
ENSG00000167193,"CRK proto-oncogene, adaptor protein(CRK)",Homo sapiens,"R-HSA-170984:R-HSA-170984,R-HSA-186763:R-HSA-186763,R-HSA-2029482:R-HSA-2029482,R-HSA-372708:R-HSA-372708,R-HSA-4420097:R-HSA-4420097,R-HSA-912631:R-HSA-912631,"
ENSG00000047230,CTP synthase 2(CTPS2),Homo sapiens,"R-HSA-499943:R-HSA-499943,"
ENSG00000128965,ChaC glutathione specific gamma-glutamylcyclotransferase 1(CHAC1),Homo sapiens,"R-HSA-174403:R-HSA-174403,"
ENSG00000174243,DEAD-box helicase 23(DDX23),Homo sapiens,"R-HSA-72163:R-HSA-72163,R-HSA-72165:R-HSA-72165,"
ENSG00000198231,DEAD-box helicase 42(DDX42),Homo sapiens,"R-HSA-72163:R-HSA-72163,R-HSA-72165:R-HSA-72165,"
ENSG00000145833,DEAD-box helicase 46(DDX46),Homo sapiens,"R-HSA-72163:R-HSA-72163,"
ENSG00000152457,DNA cross-link repair 1C(DCLRE1C),Homo sapiens,"R-HSA-5693571:R-HSA-5693571,"
ENSG00000142182,DNA methyltransferase 3 like(DNMT3L),Homo sapiens,"R-HSA-5334118:R-HSA-5334118,"
ENSG00000062822,"DNA polymerase delta 1, catalytic subunit(POLD1)",Homo sapiens,"R-HSA-110314:R-HSA-110314,R-HSA-174411:R-HSA-174411,R-HSA-174414:R-HSA-174414,R-HSA-174417:R-HSA-174417,R-HSA-174437:R-HSA-174437,R-HSA-2564830:R-HSA-2564830,R-HSA-5358565:R-HSA-5358565,R-HSA-5358606:R-HSA-5358606,R-HSA-5651801:R-HSA-5651801,R-HSA-5656169:R-HSA-5656169,R-HSA-5685942:R-HSA-5685942,R-HSA-5696397:R-HSA-5696397,R-HSA-5696400:R-HSA-5696400,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,R-HSA-69091:R-HSA-69091,R-HSA-69166:R-HSA-69166,R-HSA-69183:R-HSA-69183,"
ENSG00000106628,"DNA polymerase delta 2, accessory subunit(POLD2)",Homo sapiens,"R-HSA-110314:R-HSA-110314,R-HSA-174411:R-HSA-174411,R-HSA-174414:R-HSA-174414,R-HSA-174417:R-HSA-174417,R-HSA-174437:R-HSA-174437,R-HSA-5358565:R-HSA-5358565,R-HSA-5358606:R-HSA-5358606,R-HSA-5651801:R-HSA-5651801,R-HSA-5656169:R-HSA-5656169,R-HSA-5685942:R-HSA-5685942,R-HSA-5696397:R-HSA-5696397,R-HSA-5696400:R-HSA-5696400,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,R-HSA-69091:R-HSA-69091,R-HSA-69166:R-HSA-69166,R-HSA-69183:R-HSA-69183,"
ENSG00000171587,DS cell adhesion molecule(DSCAM),Homo sapiens,"R-HSA-376172:R-HSA-376172,"
ENSG00000110047,EH domain containing 1(EHD1),Homo sapiens,"R-HSA-983231:R-HSA-983231,"
ENSG00000107566,ER lipid raft associated 1(ERLIN1),Homo sapiens,"R-HSA-382556:R-HSA-382556,R-HSA-5678895:R-HSA-5678895,"
ENSG00000174989,F-box and WD repeat domain containing 8(FBXW8),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000155034,F-box and leucine rich repeat protein 18(FBXL18),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000135722,F-box and leucine rich repeat protein 8(FBXL8),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000135108,F-box protein 21(FBXO21),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000103264,F-box protein 31(FBXO31),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000112146,F-box protein 9(FBXO9),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000182511,"FES proto-oncogene, tyrosine kinase(FES)",Homo sapiens,"R-HSA-1433557:R-HSA-1433557,R-HSA-399954:R-HSA-399954,R-HSA-399955:R-HSA-399955,R-HSA-399956:R-HSA-399956,"
ENSG00000000938,"FGR proto-oncogene, Src family tyrosine kinase(FGR)",Homo sapiens,"R-HSA-2029481:R-HSA-2029481,R-HSA-432142:R-HSA-432142,"
ENSG00000089280,FUS RNA binding protein(FUS),Homo sapiens,"R-HSA-72163:R-HSA-72163,"
ENSG00000266964,FXYD domain containing ion transport regulator 1(FXYD1),Homo sapiens,"R-HSA-5578775:R-HSA-5578775,R-HSA-936837:R-HSA-936837,"
ENSG00000183161,Fanconi anemia complementation group F(FANCF),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000140525,Fanconi anemia complementation group I(FANCI),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000150337,Fc fragment of IgG receptor Ia(FCGR1A),Homo sapiens,"R-HSA-1236978:R-HSA-1236978,R-HSA-198933:R-HSA-198933,R-HSA-2029481:R-HSA-2029481,R-HSA-2029482:R-HSA-2029482,R-HSA-2029485:R-HSA-2029485,R-HSA-877300:R-HSA-877300,"
ENSG00000172380,G protein subunit gamma 12(GNG12),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-163359:R-HSA-163359,R-HSA-202040:R-HSA-202040,R-HSA-381676:R-HSA-381676,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000183484,G protein-coupled receptor 132(GPR132),Homo sapiens,"R-HSA-373076:R-HSA-373076,R-HSA-416476:R-HSA-416476,"
ENSG00000170128,G protein-coupled receptor 25(GPR25),Homo sapiens,"R-HSA-418555:R-HSA-418555,"
ENSG00000170775,G protein-coupled receptor 37(GPR37),Homo sapiens,"R-HSA-375276:R-HSA-375276,"
ENSG00000139572,G protein-coupled receptor 84(GPR84),Homo sapiens,"R-HSA-418555:R-HSA-418555,"
ENSG00000160360,G-protein signaling modulator 1(GPSM1),Homo sapiens,"R-HSA-418594:R-HSA-418594,"
ENSG00000103342,G1 to S phase transition 1(GSPT1),Homo sapiens,"R-HSA-72764:R-HSA-72764,R-HSA-975956:R-HSA-975956,R-HSA-975957:R-HSA-975957,"
ENSG00000139112,GABA type A receptor associated protein like 1(GABARAPL1),Homo sapiens,"R-HSA-1632852:R-HSA-1632852,"
ENSG00000034713,GABA type A receptor associated protein like 2(GABARAPL2),Homo sapiens,"R-HSA-1632852:R-HSA-1632852,"
ENSG00000279980,GABA type A receptor associated protein like 3 pseudogene(GABARAPL3),Homo sapiens,"R-HSA-1632852:R-HSA-1632852,"
ENSG00000087460,GNAS complex locus(GNAS),Homo sapiens,"R-HSA-163359:R-HSA-163359,R-HSA-164378:R-HSA-164378,R-HSA-381676:R-HSA-381676,R-HSA-392851:R-HSA-392851,R-HSA-418555:R-HSA-418555,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-432040:R-HSA-432040,R-HSA-5610787:R-HSA-5610787,"
ENSG00000154016,GRB2-related adaptor protein(GRAP),Homo sapiens,"R-HSA-1433557:R-HSA-1433557,"
ENSG00000130299,GTP binding protein 3 (mitochondrial)(GTPBP3),Homo sapiens,"R-HSA-6787450:R-HSA-6787450,"
ENSG00000246705,H2A histone family member J(H2AFJ),Homo sapiens,"R-HSA-1221632:R-HSA-1221632,R-HSA-171306:R-HSA-171306,R-HSA-201722:R-HSA-201722,R-HSA-212300:R-HSA-212300,R-HSA-2299718:R-HSA-2299718,R-HSA-2559580:R-HSA-2559580,R-HSA-2559582:R-HSA-2559582,R-HSA-2559586:R-HSA-2559586,R-HSA-3214858:R-HSA-3214858,R-HSA-427359:R-HSA-427359,R-HSA-427413:R-HSA-427413,R-HSA-5250924:R-HSA-5250924,R-HSA-5334118:R-HSA-5334118,R-HSA-5578749:R-HSA-5578749,R-HSA-5617472:R-HSA-5617472,R-HSA-5625886:R-HSA-5625886,R-HSA-606279:R-HSA-606279,R-HSA-73728:R-HSA-73728,R-HSA-73777:R-HSA-73777,R-HSA-912446:R-HSA-912446,"
ENSG00000164032,H2A histone family member Z(H2AFZ),Homo sapiens,"R-HSA-1221632:R-HSA-1221632,R-HSA-171306:R-HSA-171306,R-HSA-201722:R-HSA-201722,R-HSA-212300:R-HSA-212300,R-HSA-2299718:R-HSA-2299718,R-HSA-2559580:R-HSA-2559580,R-HSA-2559582:R-HSA-2559582,R-HSA-2559586:R-HSA-2559586,R-HSA-3214858:R-HSA-3214858,R-HSA-427359:R-HSA-427359,R-HSA-427413:R-HSA-427413,R-HSA-5250924:R-HSA-5250924,R-HSA-5334118:R-HSA-5334118,R-HSA-5578749:R-HSA-5578749,R-HSA-5617472:R-HSA-5617472,R-HSA-5625886:R-HSA-5625886,R-HSA-606279:R-HSA-606279,R-HSA-73728:R-HSA-73728,R-HSA-73777:R-HSA-73777,R-HSA-912446:R-HSA-912446,R-HSA-977225:R-HSA-977225,"
ENSG00000165338,HECT domain E3 ubiquitin protein ligase 2(HECTD2),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000138411,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2(HECW2)",Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000123485,Holliday junction recognition protein(HJURP),Homo sapiens,"R-HSA-606279:R-HSA-606279,"
ENSG00000166033,HtrA serine peptidase 1(HTRA1),Homo sapiens,"R-HSA-1474228:R-HSA-1474228,"
ENSG00000016082,ISL LIM homeobox 1(ISL1),Homo sapiens,"R-HSA-400511:R-HSA-400511,"
ENSG00000139620,KAT8 regulatory NSL complex subunit 2(KANSL2),Homo sapiens,"R-HSA-3214847:R-HSA-3214847,"
ENSG00000166803,KIAA0101(KIAA0101),Homo sapiens,"R-HSA-5656169:R-HSA-5656169,"
"ENSG00000100890, ENSG00000258790",KIAA0391(KIAA0391),Homo sapiens,"R-HSA-6785470:R-HSA-6785470,"
ENSG00000157404,KIT proto-oncogene receptor tyrosine kinase(KIT),Homo sapiens,"R-HSA-1257604:R-HSA-1257604,R-HSA-1433557:R-HSA-1433557,R-HSA-1433559:R-HSA-1433559,R-HSA-2219530:R-HSA-2219530,R-HSA-5673001:R-HSA-5673001,"
ENSG00000197324,LDL receptor related protein 10(LRP10),Homo sapiens,"R-HSA-975634:R-HSA-975634,"
ENSG00000169756,LIM zinc finger domain containing 1(LIMS1),Homo sapiens,"R-HSA-446353:R-HSA-446353,R-HSA-446388:R-HSA-446388,"
ENSG00000072163,LIM zinc finger domain containing 2(LIMS2),Homo sapiens,"R-HSA-446353:R-HSA-446353,"
ENSG00000124831,LRR binding FLII interacting protein 1(LRRFIP1),Homo sapiens,"R-HSA-1839117:R-HSA-1839117,R-HSA-3134973:R-HSA-3134973,R-HSA-5655302:R-HSA-5655302,"
ENSG00000155858,"LSM11, U7 small nuclear RNA associated(LSM11)",Homo sapiens,"R-HSA-109688:R-HSA-109688,R-HSA-111367:R-HSA-111367,R-HSA-77588:R-HSA-77588,"
ENSG00000204392,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM2)",Homo sapiens,"R-HSA-430039:R-HSA-430039,R-HSA-72163:R-HSA-72163,R-HSA-72165:R-HSA-72165,"
ENSG00000164109,MAD2 mitotic arrest deficient-like 1 (yeast)(MAD2L1),Homo sapiens,"R-HSA-141405:R-HSA-141405,R-HSA-141430:R-HSA-141430,R-HSA-141444:R-HSA-141444,R-HSA-174184:R-HSA-174184,R-HSA-176409:R-HSA-176409,R-HSA-179409:R-HSA-179409,R-HSA-2467813:R-HSA-2467813,R-HSA-2500257:R-HSA-2500257,R-HSA-5663220:R-HSA-5663220,R-HSA-68877:R-HSA-68877,"
ENSG00000126217,MCF.2 cell line derived transforming sequence like(MCF2L),Homo sapiens,"R-HSA-193648:R-HSA-193648,R-HSA-194840:R-HSA-194840,R-HSA-416482:R-HSA-416482,"
ENSG00000198625,"MDM4, p53 regulator(MDM4)",Homo sapiens,"R-HSA-69541:R-HSA-69541,"
ENSG00000198763,MTND2(ND2),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000183486,MX dynamin like GTPase 2(MX2),Homo sapiens,"R-HSA-1169408:R-HSA-1169408,R-HSA-909733:R-HSA-909733,"
ENSG00000101057,MYB proto-oncogene like 2(MYBL2),Homo sapiens,"R-HSA-1538133:R-HSA-1538133,R-HSA-156711:R-HSA-156711,"
ENSG00000103313,Mediterranean fever(MEFV),Homo sapiens,"R-HSA-844456:R-HSA-844456,"
ENSG00000155363,Mov10 RISC complex RNA helicase(MOV10),Homo sapiens,"R-HSA-1257604:R-HSA-1257604,R-HSA-1912408:R-HSA-1912408,R-HSA-2559580:R-HSA-2559580,R-HSA-2559585:R-HSA-2559585,R-HSA-4086398:R-HSA-4086398,R-HSA-5628897:R-HSA-5628897,R-HSA-5687128:R-HSA-5687128,"
ENSG00000077616,N-acetylated alpha-linked acidic dipeptidase 2(NAALAD2),Homo sapiens,"R-HSA-70614:R-HSA-70614,"
ENSG00000095380,N-acetylneuraminate synthase(NANS),Homo sapiens,"R-HSA-4085001:R-HSA-4085001,"
ENSG00000144035,N-acetyltransferase 8 (putative)(NAT8),Homo sapiens,"R-HSA-977225:R-HSA-977225,"
ENSG00000152465,N-myristoyltransferase 2(NMT2),Homo sapiens,"R-HSA-174490:R-HSA-174490,R-HSA-2514859:R-HSA-2514859,"
ENSG00000186010,NADH:ubiquinone oxidoreductase subunit A13(NDUFA13),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000119421,NADH:ubiquinone oxidoreductase subunit A8(NDUFA8),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000119013,NADH:ubiquinone oxidoreductase subunit B3(NDUFB3),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000147684,NADH:ubiquinone oxidoreductase subunit B9(NDUFB9),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000255346,NADPH oxidase 5(NOX5),Homo sapiens,"R-HSA-3299685:R-HSA-3299685,"
ENSG00000188747,NADPH oxidase activator 1(NOXA1),Homo sapiens,"R-HSA-5668599:R-HSA-5668599,"
ENSG00000104825,NFKB inhibitor beta(NFKBIB),Homo sapiens,"R-HSA-1169091:R-HSA-1169091,R-HSA-1810476:R-HSA-1810476,R-HSA-445989:R-HSA-445989,R-HSA-5603027:R-HSA-5603027,R-HSA-933542:R-HSA-933542,"
ENSG00000244005,"NFS1, cysteine desulfurase(NFS1)",Homo sapiens,"R-HSA-1362409:R-HSA-1362409,R-HSA-947581:R-HSA-947581,"
ENSG00000163623,NK6 homeobox 1(NKX6-1),Homo sapiens,"R-HSA-210745:R-HSA-210745,R-HSA-210747:R-HSA-210747,"
ENSG00000091106,NLR family CARD domain containing 4(NLRC4),Homo sapiens,"R-HSA-844623:R-HSA-844623,"
ENSG00000239672,NME/NM23 nucleoside diphosphate kinase 1(NME1),Homo sapiens,"R-HSA-499943:R-HSA-499943,"
ENSG00000015520,NPC1 like intracellular cholesterol transporter 1(NPC1L1),Homo sapiens,"R-HSA-265473:R-HSA-265473,"
ENSG00000264522,OTU deubiquitinase 7B(OTUD7B),Homo sapiens,"R-HSA-5357786:R-HSA-5357786,R-HSA-5357905:R-HSA-5357905,R-HSA-5357956:R-HSA-5357956,"
ENSG00000104356,"POP1 homolog, ribonuclease P/MRP subunit(POP1)",Homo sapiens,"R-HSA-6784531:R-HSA-6784531,"
ENSG00000104388,"RAB2A, member RAS oncogene family(RAB2A)",Homo sapiens,"R-HSA-162658:R-HSA-162658,"
ENSG00000108384,RAD51 paralog C(RAD51C),Homo sapiens,"R-HSA-5685942:R-HSA-5685942,R-HSA-5693554:R-HSA-5693554,R-HSA-5693568:R-HSA-5693568,R-HSA-5693579:R-HSA-5693579,R-HSA-5693616:R-HSA-5693616,R-HSA-912446:R-HSA-912446,R-HSA-983231:R-HSA-983231,"
ENSG00000099901,RAN binding protein 1(RANBP1),Homo sapiens,"R-HSA-165054:R-HSA-165054,"
