ID,Gene Name,Species,REACTOME_PATHWAY
ENSG00000105726,ATPase 13A1(ATP13A1),Homo sapiens,"R-HSA-936837:R-HSA-936837,"
ENSG00000159363,ATPase 13A2(ATP13A2),Homo sapiens,"R-HSA-936837:R-HSA-936837,"
ENSG00000147416,ATPase H+ transporting V1 subunit B2(ATP6V1B2),Homo sapiens,"R-HSA-1222556:R-HSA-1222556,R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000100554,ATPase H+ transporting V1 subunit D(ATP6V1D),Homo sapiens,"R-HSA-1222556:R-HSA-1222556,R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000124406,ATPase phospholipid transporting 8A1(ATP8A1),Homo sapiens,"R-HSA-936837:R-HSA-936837,"
ENSG00000167601,AXL receptor tyrosine kinase(AXL),Homo sapiens,"R-HSA-4420097:R-HSA-4420097,"
ENSG00000116128,B-cell CLL/lymphoma 9(BCL9),Homo sapiens,"R-HSA-201722:R-HSA-201722,R-HSA-3769402:R-HSA-3769402,"
ENSG00000123810,B9 protein domain 2(B9D2),Homo sapiens,"R-HSA-2467813:R-HSA-2467813,R-HSA-2500257:R-HSA-2500257,R-HSA-5620912:R-HSA-5620912,R-HSA-5663220:R-HSA-5663220,R-HSA-68877:R-HSA-68877,"
ENSG00000175866,BAI1 associated protein 2(BAIAP2),Homo sapiens,"R-HSA-2029482:R-HSA-2029482,R-HSA-4420097:R-HSA-4420097,R-HSA-5663213:R-HSA-5663213,"
ENSG00000107262,BCL2 associated athanogene 1(BAG1),Homo sapiens,"R-HSA-3371453:R-HSA-3371453,"
ENSG00000166170,BCL2 associated athanogene 5(BAG5),Homo sapiens,"R-HSA-3371453:R-HSA-3371453,"
ENSG00000105393,BRISC and BRCA1 A complex member 1(BABAM1),Homo sapiens,"R-HSA-5693565:R-HSA-5693565,R-HSA-5693571:R-HSA-5693571,R-HSA-5693607:R-HSA-5693607,R-HSA-69473:R-HSA-69473,"
ENSG00000108688,C-C motif chemokine ligand 7(CCL7),Homo sapiens,"R-HSA-380108:R-HSA-380108,"
ENSG00000173585,C-C motif chemokine receptor 9(CCR9),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000081041,C-X-C motif chemokine ligand 2(CXCL2),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000069493,C-type lectin domain family 2 member D(CLEC2D),Homo sapiens,"R-HSA-198933:R-HSA-198933,"
ENSG00000102974,CCCTC-binding factor(CTCF),Homo sapiens,"R-HSA-5617472:R-HSA-5617472,"
ENSG00000158435,CCR4-NOT transcription complex subunit 11(CNOT11),Homo sapiens,"R-HSA-429947:R-HSA-429947,"
ENSG00000155508,CCR4-NOT transcription complex subunit 8(CNOT8),Homo sapiens,"R-HSA-429947:R-HSA-429947,"
ENSG00000158485,CD1b molecule(CD1B),Homo sapiens,"R-HSA-198933:R-HSA-198933,"
ENSG00000122223,CD244 molecule(CD244),Homo sapiens,"R-HSA-202733:R-HSA-202733,"
ENSG00000178789,CD300 molecule like family member b(CD300LB),Homo sapiens,"R-HSA-198933:R-HSA-198933,R-HSA-2172127:R-HSA-2172127,"
ENSG00000186407,CD300e molecule(CD300E),Homo sapiens,"R-HSA-198933:R-HSA-198933,R-HSA-2172127:R-HSA-2172127,"
ENSG00000105383,CD33 molecule(CD33),Homo sapiens,"R-HSA-198933:R-HSA-198933,"
ENSG00000167286,CD3d molecule(CD3D),Homo sapiens,"R-HSA-198933:R-HSA-198933,R-HSA-202424:R-HSA-202424,R-HSA-202427:R-HSA-202427,R-HSA-202430:R-HSA-202430,R-HSA-202433:R-HSA-202433,R-HSA-389948:R-HSA-389948,"
ENSG00000019582,CD74 molecule(CD74),Homo sapiens,"R-HSA-202733:R-HSA-202733,R-HSA-2132295:R-HSA-2132295,"
ENSG00000163624,CDP-diacylglycerol synthase 1(CDS1),Homo sapiens,"R-HSA-1483226:R-HSA-1483226,"
ENSG00000241258,CGRP receptor component(CRCP),Homo sapiens,"R-HSA-1834949:R-HSA-1834949,R-HSA-73780:R-HSA-73780,R-HSA-73980:R-HSA-73980,R-HSA-749476:R-HSA-749476,R-HSA-76061:R-HSA-76061,R-HSA-76066:R-HSA-76066,R-HSA-76071:R-HSA-76071,"
ENSG00000166664,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion(CHRFAM7A),Homo sapiens,"R-HSA-629594:R-HSA-629594,"
ENSG00000141030,COP9 signalosome subunit 3(COPS3),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,R-HSA-6781823:R-HSA-6781823,"
ENSG00000111652,COP9 signalosome subunit 7A(COPS7A),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,R-HSA-6781823:R-HSA-6781823,"
ENSG00000198612,COP9 signalosome subunit 8(COPS8),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,R-HSA-6781823:R-HSA-6781823,"
ENSG00000006695,"COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor(COX10)",Homo sapiens,"R-HSA-189451:R-HSA-189451,"
ENSG00000171793,CTP synthase 1(CTPS1),Homo sapiens,"R-HSA-499943:R-HSA-499943,"
ENSG00000114423,Cbl proto-oncogene B(CBLB),Homo sapiens,"R-HSA-983168:R-HSA-983168,R-HSA-983695:R-HSA-983695,"
ENSG00000203797,D-aspartate oxidase(DDO),Homo sapiens,"R-HSA-389661:R-HSA-389661,"
ENSG00000110367,DEAD-box helicase 6(DDX6),Homo sapiens,"R-HSA-430039:R-HSA-430039,"
ENSG00000107201,DExD/H-box helicase 58(DDX58),Homo sapiens,"R-HSA-1169408:R-HSA-1169408,R-HSA-168928:R-HSA-168928,R-HSA-918233:R-HSA-918233,R-HSA-933541:R-HSA-933541,R-HSA-933542:R-HSA-933542,R-HSA-933543:R-HSA-933543,R-HSA-936440:R-HSA-936440,"
ENSG00000105486,DNA ligase 1(LIG1),Homo sapiens,"R-HSA-110362:R-HSA-110362,R-HSA-174414:R-HSA-174414,R-HSA-5358565:R-HSA-5358565,R-HSA-5358606:R-HSA-5358606,R-HSA-5651801:R-HSA-5651801,R-HSA-5696397:R-HSA-5696397,R-HSA-6782210:R-HSA-6782210,R-HSA-69183:R-HSA-69183,"
ENSG00000014138,"DNA polymerase alpha 2, accessory subunit(POLA2)",Homo sapiens,"R-HSA-113501:R-HSA-113501,R-HSA-174411:R-HSA-174411,R-HSA-174430:R-HSA-174430,R-HSA-68952:R-HSA-68952,R-HSA-68962:R-HSA-68962,R-HSA-69091:R-HSA-69091,R-HSA-69166:R-HSA-69166,R-HSA-69183:R-HSA-69183,"
ENSG00000100227,DNA polymerase delta interacting protein 3(POLDIP3),Homo sapiens,"R-HSA-109688:R-HSA-109688,R-HSA-159236:R-HSA-159236,R-HSA-72187:R-HSA-72187,"
ENSG00000177084,"DNA polymerase epsilon, catalytic subunit(POLE)",Homo sapiens,"R-HSA-110314:R-HSA-110314,R-HSA-174430:R-HSA-174430,R-HSA-5651801:R-HSA-5651801,R-HSA-5656169:R-HSA-5656169,R-HSA-5685942:R-HSA-5685942,R-HSA-5696397:R-HSA-5696397,R-HSA-5696400:R-HSA-5696400,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,R-HSA-68952:R-HSA-68952,R-HSA-68962:R-HSA-68962,"
ENSG00000256525,"DNA polymerase gamma 2, accessory subunit(POLG2)",Homo sapiens,"R-HSA-2151201:R-HSA-2151201,"
ENSG00000051341,DNA polymerase theta(POLQ),Homo sapiens,"R-HSA-5685939:R-HSA-5685939,"
ENSG00000138346,DNA replication helicase/nuclease 2(DNA2),Homo sapiens,"R-HSA-174437:R-HSA-174437,R-HSA-5685938:R-HSA-5685938,R-HSA-5685942:R-HSA-5685942,R-HSA-5693554:R-HSA-5693554,R-HSA-5693568:R-HSA-5693568,R-HSA-5693579:R-HSA-5693579,R-HSA-5693607:R-HSA-5693607,R-HSA-5693616:R-HSA-5693616,R-HSA-69166:R-HSA-69166,R-HSA-69473:R-HSA-69473,"
ENSG00000149636,"DSN1 homolog, MIS12 kinetochore complex component(DSN1)",Homo sapiens,"R-HSA-2467813:R-HSA-2467813,R-HSA-2500257:R-HSA-2500257,R-HSA-5663220:R-HSA-5663220,R-HSA-68877:R-HSA-68877,"
ENSG00000090520,DnaJ heat shock protein family (Hsp40) member B11(DNAJB11),Homo sapiens,"R-HSA-381038:R-HSA-381038,"
ENSG00000105993,DnaJ heat shock protein family (Hsp40) member B6(DNAJB6),Homo sapiens,"R-HSA-3371453:R-HSA-3371453,"
ENSG00000130159,ECSIT signalling integrator(ECSIT),Homo sapiens,"R-HSA-6799198:R-HSA-6799198,"
ENSG00000163161,"ERCC excision repair 3, TFIIH core complex helicase subunit(ERCC3)",Homo sapiens,"R-HSA-112382:R-HSA-112382,R-HSA-113418:R-HSA-113418,R-HSA-167152:R-HSA-167152,R-HSA-167158:R-HSA-167158,R-HSA-167160:R-HSA-167160,R-HSA-167161:R-HSA-167161,R-HSA-167162:R-HSA-167162,R-HSA-167172:R-HSA-167172,R-HSA-167200:R-HSA-167200,R-HSA-167246:R-HSA-167246,R-HSA-427413:R-HSA-427413,R-HSA-5696395:R-HSA-5696395,R-HSA-5696400:R-HSA-5696400,R-HSA-674695:R-HSA-674695,R-HSA-6781823:R-HSA-6781823,R-HSA-6781827:R-HSA-6781827,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,R-HSA-72086:R-HSA-72086,R-HSA-73762:R-HSA-73762,R-HSA-73772:R-HSA-73772,R-HSA-73776:R-HSA-73776,R-HSA-73777:R-HSA-73777,R-HSA-73779:R-HSA-73779,R-HSA-73863:R-HSA-73863,R-HSA-75953:R-HSA-75953,R-HSA-75955:R-HSA-75955,R-HSA-76042:R-HSA-76042,R-HSA-77075:R-HSA-77075,"
ENSG00000134899,"ERCC excision repair 5, endonuclease(ERCC5)",Homo sapiens,"R-HSA-5696395:R-HSA-5696395,R-HSA-5696400:R-HSA-5696400,R-HSA-6782135:R-HSA-6782135,"
ENSG00000105246,Epstein-Barr virus induced 3(EBI3),Homo sapiens,"R-HSA-6788467:R-HSA-6788467,"
ENSG00000173040,EvC ciliary complex subunit 2(EVC2),Homo sapiens,"R-HSA-5635838:R-HSA-5635838,"
ENSG00000171931,F-box and WD repeat domain containing 10(FBXW10),Homo sapiens,"R-HSA-390471:R-HSA-390471,R-HSA-983168:R-HSA-983168,"
ENSG00000127585,F-box and leucine rich repeat protein 16(FBXL16),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000099364,F-box and leucine rich repeat protein 19(FBXL19),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000005812,F-box and leucine rich repeat protein 3(FBXL3),Homo sapiens,"R-HSA-390471:R-HSA-390471,R-HSA-400253:R-HSA-400253,R-HSA-983168:R-HSA-983168,"
ENSG00000156804,F-box protein 32(FBXO32),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000004478,FK506 binding protein 4(FKBP4),Homo sapiens,"R-HSA-3371568:R-HSA-3371568,"
ENSG00000082074,FYN binding protein(FYB),Homo sapiens,"R-HSA-202433:R-HSA-202433,R-HSA-391160:R-HSA-391160,"
ENSG00000146192,"FYVE, RhoGEF and PH domain containing 2(FGD2)",Homo sapiens,"R-HSA-193648:R-HSA-193648,R-HSA-194840:R-HSA-194840,R-HSA-416482:R-HSA-416482,"
ENSG00000187741,Fanconi anemia complementation group A(FANCA),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000221829,Fanconi anemia complementation group G(FANCG),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000203747,Fc fragment of IgG receptor IIIa(FCGR3A),Homo sapiens,"R-HSA-198933:R-HSA-198933,R-HSA-2029481:R-HSA-2029481,R-HSA-2029482:R-HSA-2029482,R-HSA-2029485:R-HSA-2029485,"
ENSG00000198019,Fc fragment of IgG receptor Ib(FCGR1B),Homo sapiens,"R-HSA-1236978:R-HSA-1236978,R-HSA-877300:R-HSA-877300,"
ENSG00000168827,G elongation factor mitochondrial 1(GFM1),Homo sapiens,"R-HSA-5389840:R-HSA-5389840,"
ENSG00000088256,G protein subunit alpha 11(GNA11),Homo sapiens,"R-HSA-399997:R-HSA-399997,R-HSA-416476:R-HSA-416476,R-HSA-418592:R-HSA-418592,R-HSA-428930:R-HSA-428930,R-HSA-434316:R-HSA-434316,R-HSA-456926:R-HSA-456926,"
ENSG00000127928,G protein subunit gamma transducin 1(GNGT1),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-202040:R-HSA-202040,R-HSA-2485179:R-HSA-2485179,R-HSA-2514859:R-HSA-2514859,R-HSA-381676:R-HSA-381676,R-HSA-381753:R-HSA-381753,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000167083,G protein subunit gamma transducin 2(GNGT2),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-202040:R-HSA-202040,R-HSA-381676:R-HSA-381676,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000147262,G protein-coupled receptor 119(GPR119),Homo sapiens,"R-HSA-381771:R-HSA-381771,R-HSA-400511:R-HSA-400511,"
ENSG00000143147,G protein-coupled receptor 161(GPR161),Homo sapiens,"R-HSA-5610787:R-HSA-5610787,R-HSA-5632684:R-HSA-5632684,"
ENSG00000144230,G protein-coupled receptor 17(GPR17),Homo sapiens,"R-HSA-391906:R-HSA-391906,R-HSA-416476:R-HSA-416476,R-HSA-417957:R-HSA-417957,R-HSA-418594:R-HSA-418594,"
ENSG00000170075,G protein-coupled receptor 37 like 1(GPR37L1),Homo sapiens,"R-HSA-375276:R-HSA-375276,"
ENSG00000140030,G protein-coupled receptor 65(GPR65),Homo sapiens,"R-HSA-373076:R-HSA-373076,R-HSA-416476:R-HSA-416476,"
ENSG00000123901,G protein-coupled receptor 83(GPR83),Homo sapiens,"R-HSA-418555:R-HSA-418555,"
ENSG00000125388,G protein-coupled receptor kinase 4(GRK4),Homo sapiens,"R-HSA-2514859:R-HSA-2514859,"
ENSG00000198055,G protein-coupled receptor kinase 6(GRK6),Homo sapiens,"R-HSA-418555:R-HSA-418555,"
ENSG00000154727,GA binding protein transcription factor alpha subunit(GABPA),Homo sapiens,"R-HSA-2151201:R-HSA-2151201,"
ENSG00000170296,GABA type A receptor-associated protein(GABARAP),Homo sapiens,"R-HSA-1632852:R-HSA-1632852,"
ENSG00000179271,GADD45G interacting protein 1(GADD45GIP1),Homo sapiens,"R-HSA-5368286:R-HSA-5368286,R-HSA-5389840:R-HSA-5389840,R-HSA-5419276:R-HSA-5419276,"
ENSG00000151892,GDNF family receptor alpha 1(GFRA1),Homo sapiens,"R-HSA-419037:R-HSA-419037,R-HSA-5673001:R-HSA-5673001,"
ENSG00000112699,"GDP-mannose 4,6-dehydratase(GMDS)",Homo sapiens,"R-HSA-6787639:R-HSA-6787639,"
ENSG00000181938,GINS complex subunit 3(GINS3),Homo sapiens,"R-HSA-176974:R-HSA-176974,"
ENSG00000108262,GIT ArfGAP 1(GIT1),Homo sapiens,"R-HSA-3928664:R-HSA-3928664,"
ENSG00000033327,GRB2 associated binding protein 2(GAB2),Homo sapiens,"R-HSA-114604:R-HSA-114604,R-HSA-1433557:R-HSA-1433557,R-HSA-1839117:R-HSA-1839117,R-HSA-2730905:R-HSA-2730905,R-HSA-392451:R-HSA-392451,R-HSA-912526:R-HSA-912526,"
ENSG00000137880,GTP cyclohydrolase I feedback regulator(GCHFR),Homo sapiens,"R-HSA-1474151:R-HSA-1474151,"
ENSG00000274183,H2A histone family member B1(H2AFB1),Homo sapiens,"R-HSA-1221632:R-HSA-1221632,R-HSA-171306:R-HSA-171306,R-HSA-201722:R-HSA-201722,R-HSA-212300:R-HSA-212300,R-HSA-2299718:R-HSA-2299718,R-HSA-2559580:R-HSA-2559580,R-HSA-2559582:R-HSA-2559582,R-HSA-2559586:R-HSA-2559586,R-HSA-3214858:R-HSA-3214858,R-HSA-427359:R-HSA-427359,R-HSA-427413:R-HSA-427413,R-HSA-5250924:R-HSA-5250924,R-HSA-5334118:R-HSA-5334118,R-HSA-5578749:R-HSA-5578749,R-HSA-5617472:R-HSA-5617472,R-HSA-5625886:R-HSA-5625886,R-HSA-606279:R-HSA-606279,R-HSA-73728:R-HSA-73728,R-HSA-73777:R-HSA-73777,R-HSA-912446:R-HSA-912446,R-HSA-977225:R-HSA-977225,"
ENSG00000131351,HAUS augmin like complex subunit 8(HAUS8),Homo sapiens,"R-HSA-2565942:R-HSA-2565942,R-HSA-380259:R-HSA-380259,R-HSA-380270:R-HSA-380270,R-HSA-5620912:R-HSA-5620912,"
ENSG00000126107,HECT domain E3 ubiquitin protein ligase 3(HECTD3),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000174775,"HRas proto-oncogene, GTPase(HRAS)",Homo sapiens,"R-HSA-112412:R-HSA-112412,R-HSA-1169092:R-HSA-1169092,R-HSA-1236382:R-HSA-1236382,R-HSA-1250196:R-HSA-1250196,R-HSA-1250347:R-HSA-1250347,R-HSA-1433557:R-HSA-1433557,R-HSA-167044:R-HSA-167044,R-HSA-171007:R-HSA-171007,R-HSA-179812:R-HSA-179812,R-HSA-180336:R-HSA-180336,R-HSA-186763:R-HSA-186763,R-HSA-1963640:R-HSA-1963640,R-HSA-210993:R-HSA-210993,R-HSA-2179392:R-HSA-2179392,R-HSA-2424491:R-HSA-2424491,R-HSA-2428933:R-HSA-2428933,R-HSA-2871796:R-HSA-2871796,R-HSA-375165:R-HSA-375165,R-HSA-3928662:R-HSA-3928662,R-HSA-442982:R-HSA-442982,R-HSA-5218921:R-HSA-5218921,R-HSA-5621575:R-HSA-5621575,R-HSA-5637810:R-HSA-5637810,R-HSA-5654688:R-HSA-5654688,R-HSA-5654693:R-HSA-5654693,R-HSA-5654699:R-HSA-5654699,R-HSA-5654700:R-HSA-5654700,R-HSA-5654704:R-HSA-5654704,R-HSA-5654706:R-HSA-5654706,R-HSA-5654712:R-HSA-5654712,R-HSA-5654719:R-HSA-5654719,R-HSA-5655253:R-HSA-5655253,R-HSA-5655291:R-HSA-5655291,R-HSA-5655302:R-HSA-5655302,R-HSA-5658442:R-HSA-5658442,R-HSA-5673000:R-HSA-5673000,R-HSA-5673001:R-HSA-5673001,R-HSA-5674135:R-HSA-5674135,R-HSA-5675221:R-HSA-5675221,R-HSA-74751:R-HSA-74751,"
ENSG00000169592,INO80 complex subunit E(INO80E),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,"
ENSG00000173404,INSM transcriptional repressor 1(INSM1),Homo sapiens,"R-HSA-210746:R-HSA-210746,"
ENSG00000240682,ISY1 splicing factor homolog(ISY1),Homo sapiens,"R-HSA-6781823:R-HSA-6781823,R-HSA-6781827:R-HSA-6781827,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,R-HSA-72163:R-HSA-72163,"
ENSG00000096968,Janus kinase 2(JAK2),Homo sapiens,"R-HSA-1059683:R-HSA-1059683,R-HSA-110056:R-HSA-110056,R-HSA-112411:R-HSA-112411,R-HSA-114604:R-HSA-114604,R-HSA-1170546:R-HSA-1170546,R-HSA-1433557:R-HSA-1433557,R-HSA-2586552:R-HSA-2586552,R-HSA-3214858:R-HSA-3214858,R-HSA-392451:R-HSA-392451,R-HSA-512988:R-HSA-512988,R-HSA-5673000:R-HSA-5673000,R-HSA-5673001:R-HSA-5673001,R-HSA-6788467:R-HSA-6788467,R-HSA-877300:R-HSA-877300,R-HSA-877312:R-HSA-877312,R-HSA-912526:R-HSA-912526,R-HSA-982772:R-HSA-982772,R-HSA-983231:R-HSA-983231,"
ENSG00000136240,KDEL endoplasmic reticulum protein retention receptor 2(KDELR2),Homo sapiens,"R-HSA-6807878:R-HSA-6807878,"
ENSG00000197993,"Kell blood group, metallo-endopeptidase(KEL)",Homo sapiens,"R-HSA-375276:R-HSA-375276,"
ENSG00000162337,LDL receptor related protein 5(LRP5),Homo sapiens,"R-HSA-201681:R-HSA-201681,R-HSA-3772470:R-HSA-3772470,R-HSA-4641262:R-HSA-4641262,R-HSA-4641263:R-HSA-4641263,R-HSA-5339717:R-HSA-5339717,R-HSA-5340588:R-HSA-5340588,"
ENSG00000071282,LIM and cysteine rich domains 1(LMCD1),Homo sapiens,"R-HSA-5683826:R-HSA-5683826,"
ENSG00000106683,LIM domain kinase 1(LIMK1),Homo sapiens,"R-HSA-2029482:R-HSA-2029482,R-HSA-3928662:R-HSA-3928662,R-HSA-399954:R-HSA-399954,R-HSA-416572:R-HSA-416572,R-HSA-5627117:R-HSA-5627117,R-HSA-5627123:R-HSA-5627123,"
ENSG00000079277,MAP kinase interacting serine/threonine kinase 1(MKNK1),Homo sapiens,"R-HSA-1295596:R-HSA-1295596,"
ENSG00000173542,MOB kinase activator 1B(MOB1B),Homo sapiens,"R-HSA-2028269:R-HSA-2028269,"
ENSG00000073146,Mov10 RISC complex RNA helicase like 1(MOV10L1),Homo sapiens,"R-HSA-5601884:R-HSA-5601884,"
ENSG00000171428,N-acetyltransferase 1(NAT1),Homo sapiens,"R-HSA-156582:R-HSA-156582,"
ENSG00000272916,N-deacetylase and N-sulfotransferase 2(NDST2),Homo sapiens,"R-HSA-2022928:R-HSA-2022928,"
ENSG00000181523,N-sulfoglucosamine sulfohydrolase(SGSH),Homo sapiens,"R-HSA-2024096:R-HSA-2024096,R-HSA-2206307:R-HSA-2206307,"
ENSG00000023228,NADH:ubiquinone oxidoreductase core subunit S1(NDUFS1),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000174886,NADH:ubiquinone oxidoreductase subunit A11(NDUFA11),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000136521,NADH:ubiquinone oxidoreductase subunit B5(NDUFB5),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000099795,NADH:ubiquinone oxidoreductase subunit B7(NDUFB7),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
