ID,Gene Name,Species,REACTOME_PATHWAY
ENSG00000106245,BUD31 homolog(BUD31),Homo sapiens,"R-HSA-72163:R-HSA-72163,"
ENSG00000181004,Bardet-Biedl syndrome 12(BBS12),Homo sapiens,"R-HSA-5620922:R-HSA-5620922,"
ENSG00000163093,Bardet-Biedl syndrome 5(BBS5),Homo sapiens,"R-HSA-5620922:R-HSA-5620922,"
ENSG00000122507,Bardet-Biedl syndrome 9(BBS9),Homo sapiens,"R-HSA-5620922:R-HSA-5620922,"
ENSG00000104081,Bcl2 modifying factor(BMF),Homo sapiens,"R-HSA-111453:R-HSA-111453,R-HSA-139910:R-HSA-139910,"
ENSG00000275302,C-C motif chemokine ligand 4(CCL4),Homo sapiens,"R-HSA-380108:R-HSA-380108,"
ENSG00000271503,C-C motif chemokine ligand 5(CCL5),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000183625,C-C motif chemokine receptor 3(CCR3),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000160791,C-C motif chemokine receptor 5 (gene/pseudogene)(CCR5),Homo sapiens,"R-HSA-173107:R-HSA-173107,R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000179934,C-C motif chemokine receptor 8(CCR8),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000107562,C-X-C motif chemokine ligand 12(CXCL12),Homo sapiens,"R-HSA-1251985:R-HSA-1251985,R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000168329,C-X3-C motif chemokine receptor 1(CX3CR1),Homo sapiens,"R-HSA-380108:R-HSA-380108,"
ENSG00000166527,C-type lectin domain family 4 member D(CLEC4D),Homo sapiens,"R-HSA-5621480:R-HSA-5621480,"
ENSG00000088038,CCR4-NOT transcription complex subunit 3(CNOT3),Homo sapiens,"R-HSA-429947:R-HSA-429947,"
ENSG00000198791,CCR4-NOT transcription complex subunit 7(CNOT7),Homo sapiens,"R-HSA-429947:R-HSA-429947,"
ENSG00000134256,CD101 molecule(CD101),Homo sapiens,"R-HSA-202433:R-HSA-202433,"
ENSG00000177697,CD151 molecule (Raph blood group)(CD151),Homo sapiens,"R-HSA-2022090:R-HSA-2022090,R-HSA-446107:R-HSA-446107,"
ENSG00000198087,CD2 associated protein(CD2AP),Homo sapiens,"R-HSA-373753:R-HSA-373753,"
ENSG00000169217,CD2 cytoplasmic tail binding protein 2(CD2BP2),Homo sapiens,"R-HSA-72163:R-HSA-72163,"
ENSG00000120217,CD274 molecule(CD274),Homo sapiens,"R-HSA-389948:R-HSA-389948,"
ENSG00000066294,CD84 molecule(CD84),Homo sapiens,"R-HSA-202733:R-HSA-202733,"
ENSG00000172116,CD8b molecule(CD8B),Homo sapiens,"R-HSA-182218:R-HSA-182218,R-HSA-198933:R-HSA-198933,"
ENSG00000133983,"COX16, cytochrome c oxidase assembly homolog(COX16)",Homo sapiens,"R-HSA-5628897:R-HSA-5628897,R-HSA-611105:R-HSA-611105,"
ENSG00000175826,CTD nuclear envelope phosphatase 1(CTDNEP1),Homo sapiens,"R-HSA-4419969:R-HSA-4419969,"
ENSG00000060069,CTD phosphatase subunit 1(CTDP1),Homo sapiens,"R-HSA-112382:R-HSA-112382,R-HSA-113418:R-HSA-113418,R-HSA-167152:R-HSA-167152,R-HSA-167158:R-HSA-167158,R-HSA-167200:R-HSA-167200,R-HSA-167238:R-HSA-167238,R-HSA-167242:R-HSA-167242,R-HSA-167243:R-HSA-167243,R-HSA-167246:R-HSA-167246,R-HSA-167287:R-HSA-167287,R-HSA-167290:R-HSA-167290,R-HSA-674695:R-HSA-674695,R-HSA-75955:R-HSA-75955,"
ENSG00000136848,DAB2 interacting protein(DAB2IP),Homo sapiens,"R-HSA-5658442:R-HSA-5658442,"
ENSG00000079785,DEAD-box helicase 1(DDX1),Homo sapiens,"R-HSA-6784531:R-HSA-6784531,"
ENSG00000118655,DNA cross-link repair 1B(DCLRE1B),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000088305,DNA methyltransferase 3 beta(DNMT3B),Homo sapiens,"R-HSA-212300:R-HSA-212300,R-HSA-427413:R-HSA-427413,R-HSA-5334118:R-HSA-5334118,"
ENSG00000070501,DNA polymerase beta(POLB),Homo sapiens,"R-HSA-110362:R-HSA-110362,R-HSA-110373:R-HSA-110373,R-HSA-110381:R-HSA-110381,R-HSA-5649702:R-HSA-5649702,R-HSA-5651801:R-HSA-5651801,R-HSA-73930:R-HSA-73930,"
ENSG00000170734,DNA polymerase eta(POLH),Homo sapiens,"R-HSA-110320:R-HSA-110320,R-HSA-5656169:R-HSA-5656169,R-HSA-5685942:R-HSA-5685942,"
ENSG00000101751,DNA polymerase iota(POLI),Homo sapiens,"R-HSA-5656121:R-HSA-5656121,R-HSA-5656169:R-HSA-5656169,"
ENSG00000102580,DnaJ heat shock protein family (Hsp40) member C3(DNAJC3),Homo sapiens,"R-HSA-192823:R-HSA-192823,R-HSA-381038:R-HSA-381038,"
ENSG00000116675,DnaJ heat shock protein family (Hsp40) member C6(DNAJC6),Homo sapiens,"R-HSA-432720:R-HSA-432720,R-HSA-432722:R-HSA-432722,"
ENSG00000024422,EH domain containing 2(EHD2),Homo sapiens,"R-HSA-983231:R-HSA-983231,"
ENSG00000107105,ELAV like RNA binding protein 2(ELAVL2),Homo sapiens,"R-HSA-72163:R-HSA-72163,"
ENSG00000126767,"ELK1, ETS transcription factor(ELK1)",Homo sapiens,"R-HSA-198753:R-HSA-198753,"
ENSG00000197977,ELOVL fatty acid elongase 2(ELOVL2),Homo sapiens,"R-HSA-2046105:R-HSA-2046105,R-HSA-2046106:R-HSA-2046106,R-HSA-75876:R-HSA-75876,"
ENSG00000164181,ELOVL fatty acid elongase 7(ELOVL7),Homo sapiens,"R-HSA-75876:R-HSA-75876,"
ENSG00000080224,EPH receptor A6(EPHA6),Homo sapiens,"R-HSA-2682334:R-HSA-2682334,R-HSA-3928663:R-HSA-3928663,R-HSA-3928665:R-HSA-3928665,"
ENSG00000186871,"ERCC excision repair 6 like, spindle assembly checkpoint helicase(ERCC6L)",Homo sapiens,"R-HSA-2467813:R-HSA-2467813,R-HSA-2500257:R-HSA-2500257,R-HSA-5663220:R-HSA-5663220,R-HSA-68877:R-HSA-68877,"
ENSG00000105755,"ETHE1, persulfide dioxygenase(ETHE1)",Homo sapiens,"R-HSA-1614517:R-HSA-1614517,"
ENSG00000072803,F-box and WD repeat domain containing 11(FBXW11),Homo sapiens,"R-HSA-1169091:R-HSA-1169091,R-HSA-202424:R-HSA-202424,R-HSA-2565942:R-HSA-2565942,R-HSA-2871837:R-HSA-2871837,R-HSA-5607761:R-HSA-5607761,R-HSA-5607764:R-HSA-5607764,R-HSA-5676590:R-HSA-5676590,R-HSA-5684264:R-HSA-5684264,R-HSA-983168:R-HSA-983168,"
ENSG00000171823,F-box and leucine rich repeat protein 14(FBXL14),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000147912,F-box protein 10(FBXO10),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000112029,F-box protein 5(FBXO5),Homo sapiens,"R-HSA-113510:R-HSA-113510,R-HSA-174113:R-HSA-174113,R-HSA-176408:R-HSA-176408,R-HSA-176417:R-HSA-176417,R-HSA-68881:R-HSA-68881,R-HSA-69205:R-HSA-69205,"
ENSG00000122642,FK506 binding protein 9(FKBP9),Homo sapiens,"R-HSA-390471:R-HSA-390471,"
ENSG00000115392,Fanconi anemia complementation group L(FANCL),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000114353,G protein subunit alpha i2(GNAI2),Homo sapiens,"R-HSA-112043:R-HSA-112043,R-HSA-170670:R-HSA-170670,R-HSA-202040:R-HSA-202040,R-HSA-392170:R-HSA-392170,R-HSA-400042:R-HSA-400042,R-HSA-418555:R-HSA-418555,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-422356:R-HSA-422356,"
ENSG00000167414,G protein subunit gamma 8(GNG8),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-163359:R-HSA-163359,R-HSA-202040:R-HSA-202040,R-HSA-381676:R-HSA-381676,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000178015,G protein-coupled receptor 150(GPR150),Homo sapiens,"R-HSA-418555:R-HSA-418555,"
ENSG00000173020,G protein-coupled receptor kinase 2(GRK2),Homo sapiens,"R-HSA-111933:R-HSA-111933,R-HSA-416476:R-HSA-416476,R-HSA-418555:R-HSA-418555,R-HSA-5635838:R-HSA-5635838,"
ENSG00000100077,G protein-coupled receptor kinase 3(GRK3),Homo sapiens,"R-HSA-418555:R-HSA-418555,"
ENSG00000114124,G protein-coupled receptor kinase 7(GRK7),Homo sapiens,"R-HSA-2514859:R-HSA-2514859,"
ENSG00000107485,GATA binding protein 3(GATA3),Homo sapiens,"R-HSA-983231:R-HSA-983231,"
ENSG00000005436,GC-rich sequence DNA-binding factor 2(GCFC2),Homo sapiens,"R-HSA-72163:R-HSA-72163,"
ENSG00000146013,GDNF family receptor alpha 3(GFRA3),Homo sapiens,"R-HSA-5673001:R-HSA-5673001,"
ENSG00000147536,GINS complex subunit 4(GINS4),Homo sapiens,"R-HSA-176974:R-HSA-176974,"
ENSG00000196743,GM2 ganglioside activator(GM2A),Homo sapiens,"R-HSA-1660662:R-HSA-1660662,"
ENSG00000100351,GRB2-related adaptor protein 2(GRAP2),Homo sapiens,"R-HSA-1433557:R-HSA-1433557,R-HSA-202433:R-HSA-202433,R-HSA-2424491:R-HSA-2424491,R-HSA-2871796:R-HSA-2871796,R-HSA-2871809:R-HSA-2871809,R-HSA-389356:R-HSA-389356,"
ENSG00000109519,"GrpE like 1, mitochondrial(GRPEL1)",Homo sapiens,"R-HSA-1268020:R-HSA-1268020,"
ENSG00000181666,"HKR1, GLI-Kruppel zinc finger family member(HKR1)",Homo sapiens,"R-HSA-212436:R-HSA-212436,"
ENSG00000135100,HNF1 homeobox A(HNF1A),Homo sapiens,"R-HSA-210745:R-HSA-210745,"
ENSG00000145703,IQ motif containing GTPase activating protein 2(IQGAP2),Homo sapiens,"R-HSA-5626467:R-HSA-5626467,"
ENSG00000161652,IZUMO family member 2(IZUMO2),Homo sapiens,"R-HSA-1300652:R-HSA-1300652,"
ENSG00000120071,KAT8 regulatory NSL complex subunit 1(KANSL1),Homo sapiens,"R-HSA-3214847:R-HSA-3214847,"
ENSG00000250305,KIAA1456(KIAA1456),Homo sapiens,"R-HSA-6782315:R-HSA-6782315,"
ENSG00000116014,KISS1 receptor(KISS1R),Homo sapiens,"R-HSA-375276:R-HSA-375276,R-HSA-416476:R-HSA-416476,"
ENSG00000147121,KRAB box domain containing 4(KRBOX4),Homo sapiens,"R-HSA-212436:R-HSA-212436,"
ENSG00000087299,L-2-hydroxyglutarate dehydrogenase(L2HGDH),Homo sapiens,"R-HSA-880009:R-HSA-880009,"
ENSG00000100395,L3MBTL2 polycomb repressive complex 1 subunit(L3MBTL2),Homo sapiens,"R-HSA-4551638:R-HSA-4551638,"
ENSG00000147650,LDL receptor related protein 12(LRP12),Homo sapiens,"R-HSA-975634:R-HSA-975634,"
ENSG00000168216,LMBR1 domain containing 1(LMBRD1),Homo sapiens,"R-HSA-196741:R-HSA-196741,R-HSA-3359458:R-HSA-3359458,"
ENSG00000175324,"LSM1 homolog, mRNA degradation associated(LSM1)",Homo sapiens,"R-HSA-430039:R-HSA-430039,"
ENSG00000106355,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM5)",Homo sapiens,"R-HSA-430039:R-HSA-430039,R-HSA-72163:R-HSA-72163,"
ENSG00000128534,"LSM8 homolog, U6 small nuclear RNA associated(LSM8)",Homo sapiens,"R-HSA-72163:R-HSA-72163,"
ENSG00000214113,LYR motif containing 4(LYRM4),Homo sapiens,"R-HSA-1362409:R-HSA-1362409,"
ENSG00000172175,MALT1 paracaspase(MALT1),Homo sapiens,"R-HSA-1169091:R-HSA-1169091,R-HSA-202424:R-HSA-202424,R-HSA-2871837:R-HSA-2871837,R-HSA-5607764:R-HSA-5607764,R-HSA-5660668:R-HSA-5660668,"
ENSG00000100060,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase(MFNG),Homo sapiens,"R-HSA-1912420:R-HSA-1912420,"
ENSG00000101189,MRG domain binding protein(MRGBP),Homo sapiens,"R-HSA-3214847:R-HSA-3214847,"
ENSG00000157601,MX dynamin like GTPase 1(MX1),Homo sapiens,"R-HSA-1169408:R-HSA-1169408,R-HSA-909733:R-HSA-909733,"
ENSG00000132382,MYB binding protein 1a(MYBBP1A),Homo sapiens,"R-HSA-5250924:R-HSA-5250924,"
ENSG00000008130,NAD kinase(NADK),Homo sapiens,"R-HSA-196807:R-HSA-196807,"
ENSG00000198886,"NADH dehydrogenase, subunit 4 (complex I)(ND4)",Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000213619,NADH:ubiquinone oxidoreductase core subunit S3(NDUFS3),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000115286,NADH:ubiquinone oxidoreductase core subunit S7(NDUFS7),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000178127,NADH:ubiquinone oxidoreductase core subunit V2(NDUFV2),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000131495,NADH:ubiquinone oxidoreductase subunit A2(NDUFA2),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000140990,NADH:ubiquinone oxidoreductase subunit B10(NDUFB10),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000147123,NADH:ubiquinone oxidoreductase subunit B11(NDUFB11),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000119408,NIMA related kinase 6(NEK6),Homo sapiens,"R-HSA-2980767:R-HSA-2980767,R-HSA-3301854:R-HSA-3301854,"
ENSG00000160505,NLR family pyrin domain containing 4(NLRP4),Homo sapiens,"R-HSA-1606341:R-HSA-1606341,R-HSA-3134975:R-HSA-3134975,R-HSA-3270619:R-HSA-3270619,"
ENSG00000104147,Opa interacting protein 5(OIP5),Homo sapiens,"R-HSA-606279:R-HSA-606279,"
ENSG00000164985,PC4 and SFRS1 interacting protein 1(PSIP1),Homo sapiens,"R-HSA-162592:R-HSA-162592,R-HSA-164843:R-HSA-164843,R-HSA-175567:R-HSA-175567,R-HSA-177539:R-HSA-177539,R-HSA-180689:R-HSA-180689,R-HSA-180910:R-HSA-180910,"
ENSG00000197724,PHD finger protein 2(PHF2),Homo sapiens,"R-HSA-3214842:R-HSA-3214842,"
ENSG00000204531,POU class 5 homeobox 1(POU5F1),Homo sapiens,"R-HSA-2892245:R-HSA-2892245,R-HSA-2892247:R-HSA-2892247,R-HSA-452723:R-HSA-452723,"
ENSG00000147596,PR/SET domain 14(PRDM14),Homo sapiens,"R-HSA-452723:R-HSA-452723,"
ENSG00000103490,PYD and CARD domain containing(PYCARD),Homo sapiens,"R-HSA-5660668:R-HSA-5660668,R-HSA-844456:R-HSA-844456,R-HSA-844615:R-HSA-844615,"
ENSG00000119396,"RAB14, member RAS oncogene family(RAB14)",Homo sapiens,"R-HSA-1445148:R-HSA-1445148,"
ENSG00000127328,RAB3A interacting protein(RAB3IP),Homo sapiens,"R-HSA-5620912:R-HSA-5620912,R-HSA-5620916:R-HSA-5620916,R-HSA-5620922:R-HSA-5620922,"
ENSG00000167461,"RAB8A, member RAS oncogene family(RAB8A)",Homo sapiens,"R-HSA-1445148:R-HSA-1445148,R-HSA-2565942:R-HSA-2565942,R-HSA-5620912:R-HSA-5620912,R-HSA-5620916:R-HSA-5620916,"
ENSG00000171777,RAS guanyl releasing protein 4(RASGRP4),Homo sapiens,"R-HSA-2871837:R-HSA-2871837,R-HSA-5673001:R-HSA-5673001,"
ENSG00000144118,RAS like proto-oncogene B(RALB),Homo sapiens,"R-HSA-171007:R-HSA-171007,"
ENSG00000102054,"RB binding protein 7, chromatin remodeling factor(RBBP7)",Homo sapiens,"R-HSA-212300:R-HSA-212300,R-HSA-2559580:R-HSA-2559580,R-HSA-3214815:R-HSA-3214815,R-HSA-3214841:R-HSA-3214841,R-HSA-3214847:R-HSA-3214847,R-HSA-3214858:R-HSA-3214858,R-HSA-5617472:R-HSA-5617472,R-HSA-606279:R-HSA-606279,R-HSA-73762:R-HSA-73762,"
ENSG00000162924,"REL proto-oncogene, NF-kB subunit(REL)",Homo sapiens,"R-HSA-1169091:R-HSA-1169091,"
ENSG00000171453,RNA polymerase I subunit C(POLR1C),Homo sapiens,"R-HSA-1834949:R-HSA-1834949,R-HSA-427413:R-HSA-427413,R-HSA-5250924:R-HSA-5250924,R-HSA-73762:R-HSA-73762,R-HSA-73772:R-HSA-73772,R-HSA-73777:R-HSA-73777,R-HSA-73780:R-HSA-73780,R-HSA-73863:R-HSA-73863,R-HSA-73980:R-HSA-73980,R-HSA-749476:R-HSA-749476,R-HSA-76061:R-HSA-76061,R-HSA-76066:R-HSA-76066,R-HSA-76071:R-HSA-76071,"
ENSG00000144231,RNA polymerase II subunit D(POLR2D),Homo sapiens,"R-HSA-112382:R-HSA-112382,R-HSA-113418:R-HSA-113418,R-HSA-167152:R-HSA-167152,R-HSA-167158:R-HSA-167158,R-HSA-167160:R-HSA-167160,R-HSA-167161:R-HSA-167161,R-HSA-167162:R-HSA-167162,R-HSA-167172:R-HSA-167172,R-HSA-167200:R-HSA-167200,R-HSA-167238:R-HSA-167238,R-HSA-167242:R-HSA-167242,R-HSA-167243:R-HSA-167243,R-HSA-167246:R-HSA-167246,R-HSA-167287:R-HSA-167287,R-HSA-167290:R-HSA-167290,R-HSA-168325:R-HSA-168325,R-HSA-203927:R-HSA-203927,R-HSA-452723:R-HSA-452723,R-HSA-5578749:R-HSA-5578749,R-HSA-5601884:R-HSA-5601884,R-HSA-5617472:R-HSA-5617472,R-HSA-674695:R-HSA-674695,R-HSA-6781823:R-HSA-6781823,R-HSA-6781827:R-HSA-6781827,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,R-HSA-72086:R-HSA-72086,R-HSA-72163:R-HSA-72163,R-HSA-72165:R-HSA-72165,R-HSA-72203:R-HSA-72203,R-HSA-73776:R-HSA-73776,R-HSA-73779:R-HSA-73779,R-HSA-75953:R-HSA-75953,R-HSA-75955:R-HSA-75955,R-HSA-76042:R-HSA-76042,R-HSA-77075:R-HSA-77075,"
ENSG00000161980,RNA polymerase III subunit K(POLR3K),Homo sapiens,"R-HSA-1834949:R-HSA-1834949,R-HSA-73780:R-HSA-73780,R-HSA-73980:R-HSA-73980,R-HSA-749476:R-HSA-749476,R-HSA-76061:R-HSA-76061,R-HSA-76066:R-HSA-76066,R-HSA-76071:R-HSA-76071,"
ENSG00000107263,Rap guanine nucleotide exchange factor 1(RAPGEF1),Homo sapiens,"R-HSA-170968:R-HSA-170968,R-HSA-186763:R-HSA-186763,R-HSA-912631:R-HSA-912631,"
ENSG00000083750,Ras related GTP binding B(RRAGB),Homo sapiens,"R-HSA-1632852:R-HSA-1632852,R-HSA-165159:R-HSA-165159,R-HSA-166208:R-HSA-166208,R-HSA-380972:R-HSA-380972,R-HSA-5628897:R-HSA-5628897,"
ENSG00000116954,Ras related GTP binding C(RRAGC),Homo sapiens,"R-HSA-1632852:R-HSA-1632852,R-HSA-165159:R-HSA-165159,R-HSA-166208:R-HSA-166208,R-HSA-380972:R-HSA-380972,R-HSA-5628897:R-HSA-5628897,"
ENSG00000112077,Rh-associated glycoprotein(RHAG),Homo sapiens,"R-HSA-1237044:R-HSA-1237044,R-HSA-1247673:R-HSA-1247673,R-HSA-444411:R-HSA-444411,R-HSA-5619042:R-HSA-5619042,"
ENSG00000175220,Rho GTPase activating protein 1(ARHGAP1),Homo sapiens,"R-HSA-194840:R-HSA-194840,"
ENSG00000088756,Rho GTPase activating protein 28(ARHGAP28),Homo sapiens,"R-HSA-194840:R-HSA-194840,"
ENSG00000186517,Rho GTPase activating protein 30(ARHGAP30),Homo sapiens,"R-HSA-194840:R-HSA-194840,"
