ID,Gene Name,Species,REACTOME_PATHWAY
ENSG00000138767,CCR4-NOT transcription complex subunit 6 like(CNOT6L),Homo sapiens,"R-HSA-429947:R-HSA-429947,"
ENSG00000116031,CD207 molecule(CD207),Homo sapiens,"R-HSA-1236978:R-HSA-1236978,"
ENSG00000272398,CD24 molecule(CD24),Homo sapiens,"R-HSA-373760:R-HSA-373760,"
ENSG00000139193,CD27 molecule(CD27),Homo sapiens,"R-HSA-5669034:R-HSA-5669034,"
ENSG00000167851,CD300a molecule(CD300A),Homo sapiens,"R-HSA-198933:R-HSA-198933,"
ENSG00000167850,CD300c molecule(CD300C),Homo sapiens,"R-HSA-198933:R-HSA-198933,"
ENSG00000160654,CD3g molecule(CD3G),Homo sapiens,"R-HSA-198933:R-HSA-198933,R-HSA-202424:R-HSA-202424,R-HSA-202427:R-HSA-202427,R-HSA-202430:R-HSA-202430,R-HSA-202433:R-HSA-202433,R-HSA-2029481:R-HSA-2029481,R-HSA-2029482:R-HSA-2029482,R-HSA-2029485:R-HSA-2029485,R-HSA-389948:R-HSA-389948,"
ENSG00000135404,CD63 molecule(CD63),Homo sapiens,"R-HSA-114608:R-HSA-114608,"
ENSG00000125726,CD70 molecule(CD70),Homo sapiens,"R-HSA-5669034:R-HSA-5669034,"
ENSG00000163171,CDC42 effector protein 3(CDC42EP3),Homo sapiens,"R-HSA-5687128:R-HSA-5687128,"
ENSG00000166260,"COX11, cytochrome c oxidase copper chaperone(COX11)",Homo sapiens,"R-HSA-5628897:R-HSA-5628897,R-HSA-611105:R-HSA-611105,"
ENSG00000145041,DDB1 and CUL4 associated factor 1(DCAF1),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000183258,DEAD-box helicase 41(DDX41),Homo sapiens,"R-HSA-1834941:R-HSA-1834941,R-HSA-3134975:R-HSA-3134975,R-HSA-3270619:R-HSA-3270619,"
ENSG00000124795,DEK proto-oncogene(DEK),Homo sapiens,"R-HSA-5250924:R-HSA-5250924,"
ENSG00000130816,DNA methyltransferase 1(DNMT1),Homo sapiens,"R-HSA-212300:R-HSA-212300,R-HSA-427413:R-HSA-427413,R-HSA-5334118:R-HSA-5334118,"
ENSG00000175550,DR1 associated protein 1(DRAP1),Homo sapiens,"R-HSA-1181150:R-HSA-1181150,R-HSA-1502540:R-HSA-1502540,"
ENSG00000170946,DnaJ heat shock protein family (Hsp40) member C24(DNAJC24),Homo sapiens,"R-HSA-5358493:R-HSA-5358493,"
ENSG00000101152,DnaJ heat shock protein family (Hsp40) member C5(DNAJC5),Homo sapiens,"R-HSA-888590:R-HSA-888590,"
ENSG00000205250,E2F transcription factor 4(E2F4),Homo sapiens,"R-HSA-1538133:R-HSA-1538133,R-HSA-2173796:R-HSA-2173796,R-HSA-69231:R-HSA-69231,"
ENSG00000186197,EDAR associated death domain(EDARADD),Homo sapiens,"R-HSA-5669034:R-HSA-5669034,"
ENSG00000013016,EH domain containing 3(EHD3),Homo sapiens,"R-HSA-983231:R-HSA-983231,"
ENSG00000070886,EPH receptor A8(EPHA8),Homo sapiens,"R-HSA-2682334:R-HSA-2682334,R-HSA-3928663:R-HSA-3928663,R-HSA-3928665:R-HSA-3928665,"
ENSG00000012061,"ERCC excision repair 1, endonuclease non-catalytic subunit(ERCC1)",Homo sapiens,"R-HSA-5685938:R-HSA-5685938,R-HSA-5696395:R-HSA-5696395,R-HSA-5696400:R-HSA-5696400,R-HSA-6782135:R-HSA-6782135,R-HSA-6783310:R-HSA-6783310,"
ENSG00000196405,Enah/Vasp-like(EVL),Homo sapiens,"R-HSA-202433:R-HSA-202433,R-HSA-376176:R-HSA-376176,R-HSA-5663220:R-HSA-5663220,"
ENSG00000164049,F-box and WD repeat domain containing 12(FBXW12),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000107829,F-box and WD repeat domain containing 4(FBXW4),Homo sapiens,"R-HSA-390471:R-HSA-390471,R-HSA-983168:R-HSA-983168,"
ENSG00000107872,F-box and leucine rich repeat protein 15(FBXL15),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000183580,F-box and leucine rich repeat protein 7(FBXL7),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000164251,F2R like trypsin receptor 1(F2RL1),Homo sapiens,"R-HSA-375276:R-HSA-375276,R-HSA-416476:R-HSA-416476,"
ENSG00000111790,FGFR1 oncogene partner 2(FGFR1OP2),Homo sapiens,"R-HSA-1839117:R-HSA-1839117,R-HSA-5655302:R-HSA-5655302,"
ENSG00000077800,FK506 binding protein 6(FKBP6),Homo sapiens,"R-HSA-1221632:R-HSA-1221632,R-HSA-5601884:R-HSA-5601884,"
ENSG00000140718,"FTO, alpha-ketoglutarate dependent dioxygenase(FTO)",Homo sapiens,"R-HSA-73943:R-HSA-73943,"
ENSG00000158169,Fanconi anemia complementation group C(FANCC),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000187790,Fanconi anemia complementation group M(FANCM),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000168040,Fas associated via death domain(FADD),Homo sapiens,"R-HSA-140534:R-HSA-140534,R-HSA-2562578:R-HSA-2562578,R-HSA-3371378:R-HSA-3371378,R-HSA-5213460:R-HSA-5213460,R-HSA-5218900:R-HSA-5218900,R-HSA-5357786:R-HSA-5357786,R-HSA-69416:R-HSA-69416,R-HSA-75157:R-HSA-75157,R-HSA-75158:R-HSA-75158,R-HSA-933543:R-HSA-933543,"
ENSG00000170345,"Fos proto-oncogene, AP-1 transcription factor subunit(FOS)",Homo sapiens,"R-HSA-2559580:R-HSA-2559580,R-HSA-2559582:R-HSA-2559582,R-HSA-2871796:R-HSA-2871796,R-HSA-450341:R-HSA-450341,"
ENSG00000164347,G elongation factor mitochondrial 2(GFM2),Homo sapiens,"R-HSA-5419276:R-HSA-5419276,"
ENSG00000120063,G protein subunit alpha 13(GNA13),Homo sapiens,"R-HSA-416482:R-HSA-416482,R-HSA-428930:R-HSA-428930,R-HSA-456926:R-HSA-456926,"
ENSG00000172354,G protein subunit beta 2(GNB2),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-163359:R-HSA-163359,R-HSA-202040:R-HSA-202040,R-HSA-381676:R-HSA-381676,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000242616,G protein subunit gamma 10(GNG10),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-163359:R-HSA-163359,R-HSA-202040:R-HSA-202040,R-HSA-381676:R-HSA-381676,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000176533,G protein subunit gamma 7(GNG7),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-163359:R-HSA-163359,R-HSA-202040:R-HSA-202040,R-HSA-381676:R-HSA-381676,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000166073,G protein-coupled receptor 176(GPR176),Homo sapiens,"R-HSA-418555:R-HSA-418555,"
ENSG00000120436,G protein-coupled receptor 31(GPR31),Homo sapiens,"R-HSA-444209:R-HSA-444209,"
ENSG00000142511,G protein-coupled receptor 32(GPR32),Homo sapiens,"R-HSA-418555:R-HSA-418555,"
ENSG00000119714,G protein-coupled receptor 68(GPR68),Homo sapiens,"R-HSA-373076:R-HSA-373076,R-HSA-416476:R-HSA-416476,"
ENSG00000125861,GDNF family receptor alpha 4(GFRA4),Homo sapiens,"R-HSA-419037:R-HSA-419037,R-HSA-5673001:R-HSA-5673001,"
ENSG00000131153,GINS complex subunit 2(GINS2),Homo sapiens,"R-HSA-176974:R-HSA-176974,"
ENSG00000109458,GRB2 associated binding protein 1(GAB1),Homo sapiens,"R-HSA-109704:R-HSA-109704,R-HSA-1236382:R-HSA-1236382,R-HSA-1257604:R-HSA-1257604,R-HSA-180292:R-HSA-180292,R-HSA-1963642:R-HSA-1963642,R-HSA-2219530:R-HSA-2219530,R-HSA-5637810:R-HSA-5637810,R-HSA-5654689:R-HSA-5654689,R-HSA-5654695:R-HSA-5654695,R-HSA-5654710:R-HSA-5654710,R-HSA-5654720:R-HSA-5654720,R-HSA-5655253:R-HSA-5655253,R-HSA-5655291:R-HSA-5655291,R-HSA-5655302:R-HSA-5655302,"
ENSG00000152240,HAUS augmin like complex subunit 1(HAUS1),Homo sapiens,"R-HSA-2565942:R-HSA-2565942,R-HSA-380259:R-HSA-380259,R-HSA-380270:R-HSA-380270,R-HSA-5620912:R-HSA-5620912,"
ENSG00000147874,HAUS augmin like complex subunit 6(HAUS6),Homo sapiens,"R-HSA-2565942:R-HSA-2565942,R-HSA-380259:R-HSA-380259,R-HSA-380270:R-HSA-380270,R-HSA-5620912:R-HSA-5620912,"
ENSG00000128731,HECT and RLD domain containing E3 ubiquitin protein ligase 2(HERC2),Homo sapiens,"R-HSA-3108214:R-HSA-3108214,R-HSA-5693565:R-HSA-5693565,R-HSA-5693571:R-HSA-5693571,R-HSA-5693607:R-HSA-5693607,R-HSA-69473:R-HSA-69473,R-HSA-983168:R-HSA-983168,"
ENSG00000148634,HECT and RLD domain containing E3 ubiquitin protein ligase 4(HERC4),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000149196,"Hikeshi, heat shock protein nuclear import factor(HIKESHI)",Homo sapiens,"R-HSA-3371453:R-HSA-3371453,"
ENSG00000128908,INO80 complex subunit(INO80),Homo sapiens,"R-HSA-5696394:R-HSA-5696394,"
ENSG00000081479,LDL receptor related protein 2(LRP2),Homo sapiens,"R-HSA-196791:R-HSA-196791,R-HSA-975634:R-HSA-975634,"
ENSG00000157193,LDL receptor related protein 8(LRP8),Homo sapiens,"R-HSA-432142:R-HSA-432142,R-HSA-975634:R-HSA-975634,"
ENSG00000106003,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase(LFNG),Homo sapiens,"R-HSA-1912420:R-HSA-1912420,"
ENSG00000213923,LOC400927-CSNK1E readthrough(LOC400927-CSNK1E),Homo sapiens,"R-HSA-201688:R-HSA-201688,R-HSA-2565942:R-HSA-2565942,R-HSA-380259:R-HSA-380259,R-HSA-380270:R-HSA-380270,R-HSA-400253:R-HSA-400253,R-HSA-5620912:R-HSA-5620912,"
ENSG00000002822,MAD1 mitotic arrest deficient like 1(MAD1L1),Homo sapiens,"R-HSA-141444:R-HSA-141444,R-HSA-2467813:R-HSA-2467813,R-HSA-2500257:R-HSA-2500257,R-HSA-5663220:R-HSA-5663220,R-HSA-68877:R-HSA-68877,"
ENSG00000185022,MAF bZIP transcription factor F(MAFF),Homo sapiens,"R-HSA-983231:R-HSA-983231,"
ENSG00000135679,MDM2 proto-oncogene(MDM2),Homo sapiens,"R-HSA-198323:R-HSA-198323,R-HSA-2559580:R-HSA-2559580,R-HSA-2559585:R-HSA-2559585,R-HSA-3232118:R-HSA-3232118,R-HSA-399719:R-HSA-399719,R-HSA-5674400:R-HSA-5674400,R-HSA-69541:R-HSA-69541,"
ENSG00000020426,"MNAT1, CDK activating kinase assembly factor(MNAT1)",Homo sapiens,"R-HSA-112382:R-HSA-112382,R-HSA-113418:R-HSA-113418,R-HSA-167152:R-HSA-167152,R-HSA-167158:R-HSA-167158,R-HSA-167160:R-HSA-167160,R-HSA-167161:R-HSA-167161,R-HSA-167162:R-HSA-167162,R-HSA-167172:R-HSA-167172,R-HSA-167200:R-HSA-167200,R-HSA-167246:R-HSA-167246,R-HSA-427413:R-HSA-427413,R-HSA-5696395:R-HSA-5696395,R-HSA-674695:R-HSA-674695,R-HSA-6781823:R-HSA-6781823,R-HSA-6781827:R-HSA-6781827,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,R-HSA-69202:R-HSA-69202,R-HSA-69231:R-HSA-69231,R-HSA-69273:R-HSA-69273,R-HSA-69656:R-HSA-69656,R-HSA-72086:R-HSA-72086,R-HSA-73762:R-HSA-73762,R-HSA-73772:R-HSA-73772,R-HSA-73776:R-HSA-73776,R-HSA-73777:R-HSA-73777,R-HSA-73779:R-HSA-73779,R-HSA-73863:R-HSA-73863,R-HSA-75953:R-HSA-75953,R-HSA-75955:R-HSA-75955,R-HSA-76042:R-HSA-76042,R-HSA-77075:R-HSA-77075,"
ENSG00000125863,McKusick-Kaufman syndrome(MKKS),Homo sapiens,"R-HSA-5620922:R-HSA-5620922,"
ENSG00000011143,"Meckel syndrome, type 1(MKS1)",Homo sapiens,"R-HSA-5610787:R-HSA-5610787,R-HSA-5620912:R-HSA-5620912,"
ENSG00000161048,N-acyl phosphatidylethanolamine phospholipase D(NAPEPLD),Homo sapiens,"R-HSA-2466712:R-HSA-2466712,"
ENSG00000070614,N-deacetylase and N-sulfotransferase 1(NDST1),Homo sapiens,"R-HSA-2022928:R-HSA-2022928,"
ENSG00000213995,NAD(P)HX dehydratase(NAXD),Homo sapiens,"R-HSA-197264:R-HSA-197264,"
ENSG00000178057,NADH:ubiquinone oxidoreductase complex assembly factor 3(NDUFAF3),Homo sapiens,"R-HSA-6799198:R-HSA-6799198,"
ENSG00000128609,NADH:ubiquinone oxidoreductase subunit A5(NDUFA5),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000267855,NADH:ubiquinone oxidoreductase subunit A7(NDUFA7),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000090266,NADH:ubiquinone oxidoreductase subunit B2(NDUFB2),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000165264,NADH:ubiquinone oxidoreductase subunit B6(NDUFB6),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000074771,NADPH oxidase 3(NOX3),Homo sapiens,"R-HSA-5668599:R-HSA-5668599,"
ENSG00000071051,NCK adaptor protein 2(NCK2),Homo sapiens,"R-HSA-186763:R-HSA-186763,R-HSA-373753:R-HSA-373753,R-HSA-3928664:R-HSA-3928664,R-HSA-428540:R-HSA-428540,R-HSA-4420097:R-HSA-4420097,"
ENSG00000100906,NFKB inhibitor alpha(NFKBIA),Homo sapiens,"R-HSA-1169091:R-HSA-1169091,R-HSA-1810476:R-HSA-1810476,R-HSA-202424:R-HSA-202424,R-HSA-209560:R-HSA-209560,R-HSA-2871837:R-HSA-2871837,R-HSA-445989:R-HSA-445989,R-HSA-5603027:R-HSA-5603027,R-HSA-5603029:R-HSA-5603029,R-HSA-5607764:R-HSA-5607764,R-HSA-933542:R-HSA-933542,"
ENSG00000183072,NK2 homeobox 5(NKX2-5),Homo sapiens,"R-HSA-2032785:R-HSA-2032785,R-HSA-5578768:R-HSA-5578768,"
ENSG00000140853,NLR family CARD domain containing 5(NLRC5),Homo sapiens,"R-HSA-168928:R-HSA-168928,R-HSA-936440:R-HSA-936440,"
ENSG00000055044,NOP58 ribonucleoprotein(NOP58),Homo sapiens,"R-HSA-4570464:R-HSA-4570464,"
ENSG00000116218,"NPHS2, podocin(NPHS2)",Homo sapiens,"R-HSA-373753:R-HSA-373753,"
ENSG00000134265,NSF attachment protein gamma(NAPG),Homo sapiens,"R-HSA-204005:R-HSA-204005,R-HSA-6807878:R-HSA-6807878,"
ENSG00000117697,"NSL1, MIS12 kinetochore complex component(NSL1)",Homo sapiens,"R-HSA-2467813:R-HSA-2467813,R-HSA-2500257:R-HSA-2500257,R-HSA-5663220:R-HSA-5663220,R-HSA-68877:R-HSA-68877,"
ENSG00000143228,"NUF2, NDC80 kinetochore complex component(NUF2)",Homo sapiens,"R-HSA-2467813:R-HSA-2467813,R-HSA-2500257:R-HSA-2500257,R-HSA-5663220:R-HSA-5663220,R-HSA-68877:R-HSA-68877,"
ENSG00000111704,Nanog homeobox(NANOG),Homo sapiens,"R-HSA-2892245:R-HSA-2892245,R-HSA-2892247:R-HSA-2892247,R-HSA-452723:R-HSA-452723,"
ENSG00000006712,"PAF1 homolog, Paf1/RNA polymerase II complex component(PAF1)",Homo sapiens,"R-HSA-112382:R-HSA-112382,R-HSA-674695:R-HSA-674695,R-HSA-75955:R-HSA-75955,"
